total_population,california_county,longitude,latitude,ces_4_0_percentile,low_birth_weight_pctl,cardiovascular_disease_pctl,education_pctl,poverty_pctl,unemployment_pctl
9625,Contra Costa,-121.7074839,37.9577924,51.24,42.8,64.23,41.85,35.35,53.89
5543,Alameda ,-122.1296018,37.6793691,51.22,62.88,67.21,60,18.44,40.6
4101,Del Norte,-124.204051,41.7443155,51.21,NA,97.97,65.95,95,39.21
3199,Los Angeles,-118.3221115,33.9654794,51.2,64.18,65.12,19.75,25.72,NA
5007,Kings ,-119.778526,36.3207094,51.19,45.34,98.62,44.34,44.62,51.26
4402,Butte ,-121.8617233,39.7297355,51.17,22.08,27.63,56.97,97.83,95.86
671,Los Angeles,-118.2888293,33.773215,51.16,1.28,9.45,71.55,31.55,NA
3045,Contra Costa,-122.323644,37.9586683,51.15,11.51,40.42,74.34,56.85,36.44
6347,Los Angeles,-118.2907309,34.2529724,51.13,31.33,75.46,57.92,86.38,46.99
6846,Ventura ,-118.8455482,34.1750754,51.12,52.54,19.48,71.75,46.61,60.57
4943,Los Angeles,-118.2088736,34.1367194,51.11,23.66,40.99,42.29,57.01,73.41
4214,Los Angeles,-117.9634087,33.9886212,51.1,67.92,49.83,40.07,37.4,15.84
4336,Sacramento ,-121.5308587,38.6092575,51.08,51.82,86.24,21.67,27.35,32.27
2698,Alameda ,-122.2143073,37.7964782,51.07,29.66,20.86,69.44,76.87,70.9
3229,Los Angeles,-118.4669749,33.9975862,51.06,47.96,22.3,44.65,39.4,65.63
3788,Santa Clara,-121.9079708,37.3395861,51.05,54.62,36.49,46.81,43.73,51.26
3399,San Diego,-117.3796249,33.1990594,51.03,15.02,49.34,52.32,68.63,70.9
4151,Los Angeles,-118.0111713,33.9225099,51.02,30.84,54.36,41.23,32.05,62.4
6864,Sonoma ,-122.7327641,38.4410975,51.01,16,71.05,68.97,50.85,30.88
3203,Los Angeles,-118.3706043,34.0557841,51,59.19,20.34,34.38,36.98,45.78
4549,Los Angeles,-118.5976916,34.1634518,50.98,26.07,53.5,7.4,42.41,39.21
1398,San Bernardino,-116.9502352,34.3019952,50.97,20.27,82.44,45.58,56.22,81.69
4099,Ventura ,-119.0146271,34.2976284,50.96,41.47,22.06,63.35,41.48,29.41
4966,Orange ,-118.0282835,33.842788,50.95,52.85,55.65,44.01,17.19,66.61
2958,Los Angeles,-117.9490627,33.9934354,50.93,12.14,49.83,42.29,32.79,22.57
6350,San Diego,-117.0728017,32.7542098,50.92,46.01,15.93,49.19,74.05,51.26
2548,Riverside ,-116.9237749,33.7476958,50.91,80.99,93.91,56.16,78.77,97.97
5083,Los Angeles,-118.5112305,34.2394391,50.9,22.65,78.5,23.66,4.17,17.11
1790,Los Angeles,-118.2869319,34.1752478,50.88,17.68,58,38.85,28.86,1.9
4745,Orange ,-117.8944394,33.9264693,50.87,31.08,52.62,11.35,37.4,30.88
1163,San Bernardino,-116.9082131,34.2412057,50.86,51.01,99.7,60,86.62,7.77
5031,Orange ,-117.963138,33.9427646,50.84,41.72,60.17,44.34,20.8,60.57
9353,Riverside ,-116.1910765,33.6669317,50.83,13.91,84.9,92,95.18,96.89
5951,Orange ,-117.8109989,33.7195162,50.82,52.54,45.13,35.54,18.18,11.87
3647,Orange ,-117.9808564,33.7191973,50.81,85.59,27.89,39.21,25.43,39.21
4147,Orange ,-117.8365359,33.7932453,50.79,20.52,21.87,64.1,62.84,2.29
6458,San Bernardino,-117.3367128,34.4570286,50.78,43.79,97.78,71.88,84.77,49.86
2810,Los Angeles,-118.3069674,34.0586417,50.77,9.33,14.1,68.97,77.06,13.18
2219,Orange ,-117.9180817,33.8797568,50.76,88.09,24.66,35.22,56.38,74.74
6492,Los Angeles,-117.9846451,33.9356035,50.74,31.08,72.87,43.07,19.89,28.2
4307,Lake ,-122.9648682,39.0413206,50.73,83.17,58.92,49.58,77.31,NA
5751,Orange ,-117.8825621,33.7749556,50.72,9.7,18.83,70.58,60.01,64.51
5927,San Joaquin,-121.123891,37.7341456,50.71,14.01,48.39,47.51,40.55,55.02
4917,Sacramento ,-121.4462256,38.6623406,50.69,32.27,97.93,59.57,59.08,NA
4411,Monterey ,-121.7902463,36.6807321,50.68,62.61,43.96,60.91,73.32,41.84
10318,Los Angeles,-118.4506856,34.4133059,50.67,32.76,38.96,65.33,73.76,37.71
1835,Los Angeles,-117.8519093,34.0625659,50.66,91.87,4.72,33.49,35.93,66.61
5106,Ventura ,-119.2022525,34.268934,50.64,93.75,20.5,48.58,64.17,40.6
3254,Fresno ,-119.8083939,36.815613,50.63,92.46,29.05,9.73,27.05,61.53
5736,Ventura ,-118.6739309,34.2747162,50.62,76.44,61.58,29.3,35.75,26.86
5233,Solano ,-122.0011752,38.2600765,50.61,89.85,78.25,44.34,50.52,89.93
6687,Ventura ,-119.1912826,34.1819816,50.59,34.77,67.49,94.14,80.52,36.44
4734,Los Angeles,-118.3073883,34.2633843,50.58,75.56,50.07,63.01,40.55,51.26
6346,Mendocino ,-123.3637722,39.4627841,50.57,52.01,36.69,44.01,65.84,94.09
6652,Contra Costa,-121.7056533,37.9837121,50.55,24.76,85.97,59.31,57.63,53.89
5368,Los Angeles,-117.7643631,34.1170701,50.54,23.92,53.71,30.03,43.73,60.57
5104,Kern ,-118.9414209,35.4021102,50.53,80.34,77.94,60,54.95,7.14
713,Imperial ,-115.1126532,33.2019033,50.52,NA,67.93,29.3,71.42,NA
5969,Santa Clara,-121.9021927,37.3498787,50.5,71.79,15.45,54.42,19.89,44.35
3773,Santa Clara,-121.8355596,37.3684724,50.49,86.03,66.77,73.63,39.97,62.4
7496,Calaveras ,-120.5813938,38.2401676,50.48,6.13,81.82,46.23,77.81,55.02
6315,San Bernardino,-117.3254425,34.4374608,50.47,87.22,99.38,74.65,71.71,63.42
2899,Los Angeles,-118.5517782,34.1677649,50.45,7.95,39.71,20.86,18.71,41.84
7188,San Diego,-117.0793152,32.5820941,50.44,34.39,43.78,82.7,51.21,62.4
4092,Los Angeles,-118.3820778,34.0684232,50.43,3.7,18.73,16.79,39.21,83.98
2097,San Bernardino,-117.1920009,34.3002218,50.42,91.98,66.44,30.41,62.47,90.86
5924,Monterey ,-121.4738188,36.3642891,50.4,74.22,54.91,98.96,97.25,10.66
2995,Los Angeles,-118.4526303,34.1509932,50.39,43.08,54.81,8.42,36.28,52.52
6273,Orange ,-117.8376698,33.7805453,50.38,16.37,24.44,61.21,44.87,22.57
6986,Monterey ,-121.244738,36.3177202,50.37,64.18,85.77,96.34,74.87,52.52
7986,Orange ,-117.9223018,33.9022199,50.35,68.71,19.74,20.86,32.49,35.02
5030,Santa Clara,-121.565875,37.0953132,50.34,70.36,36.55,58.69,28.17,10.66
6052,Orange ,-117.9255731,33.6552399,50.33,31.33,7.54,90.22,83.49,46.99
3926,Los Angeles,-117.804588,34.4849205,50.32,25.21,53.71,67.6,67.17,88.08
2816,Alameda ,-122.1428437,37.7270703,50.3,45.87,64.61,38.47,45.74,80.39
3953,San Diego,-117.1705898,32.7249027,50.29,31.08,33.92,2.3,26.67,37.71
621,Orange ,-118.0636903,33.7508498,50.28,12.77,42.53,11.35,25.43,97.07
6065,Los Angeles,-118.4807228,34.0009853,50.26,87.97,39.12,23.66,50.01,39.21
5148,Orange ,-118.0863456,33.7860198,50.25,69.99,36.78,1.46,29.74,70.9
3435,Los Angeles,-118.400984,34.0058662,50.24,92.89,51.38,18.36,10.14,1.9
6501,Sacramento ,-121.3352428,38.648392,50.23,38.97,47.88,32.16,54.55,25.23
5812,Shasta ,-122.4026832,40.575283,50.21,50.72,73.37,41.6,66.56,66.61
2435,Los Angeles,-118.3467929,34.0997191,50.2,39.89,43.22,17.25,60.21,60.57
4374,Orange ,-117.9360783,33.8732653,50.19,30.13,29.24,44.94,58.02,46.99
6159,Orange ,-117.8387712,33.8397922,50.18,71.64,21.52,53.58,39.82,23.75
7360,Contra Costa,-122.01218,37.9762383,50.16,57.39,46.75,26.42,58.02,46.99
4180,Los Angeles,-118.3212809,34.1084106,50.15,44.21,10.01,23.3,54.03,88.4
7510,Siskiyou ,-122.427147,41.4800873,50.14,NA,75.4,35.88,63.02,69.13
4279,Ventura ,-118.9627618,34.411561,50.13,35.23,41.61,72.94,52.26,19.59
4245,Butte ,-121.8573274,39.7358332,50.11,73.76,30.93,32.16,98.81,87.39
3309,Sacramento ,-121.54606,38.6116619,50.1,66.64,67.7,17.25,26.21,25.23
3411,Riverside ,-117.2395682,33.9539269,50.09,74.02,80.42,65.2,76.43,78.33
5169,Los Angeles,-118.5148271,34.2684432,50.08,63.32,47.18,40.81,22.71,59.38
4168,Santa Clara,-121.9724091,37.3606844,50.06,84.15,28.83,41.85,33.2,11.87
5570,Alameda ,-122.253492,37.8135127,50.05,89.8,24.55,30.87,55.5,48.26
7083,San Diego,-117.1629093,32.8083089,50.04,46.77,17.5,45.58,53.27,73.41
5797,Ventura ,-119.1908963,34.1622199,50.03,47.59,47.52,70.83,49.72,21.11
6112,San Bernardino,-117.1317956,34.0605904,50.01,35.6,85.83,45.58,34.21,60.57
6524,San Diego,-117.0867921,33.137136,50,39.2,57.96,84.18,78.77,78.33
4843,Ventura ,-118.7043688,34.2762804,49.99,60.06,61.58,24.12,26.21,51.26
2799,Orange ,-118.0196525,33.7993147,49.97,95.16,28.54,25.89,13.73,15.84
2961,Los Angeles,-118.1274859,33.7834929,49.96,86.03,31.84,NA,36.98,3.21
1016,Santa Clara,-122.0860401,37.4427987,49.95,NA,19.35,42.66,39.21,65.63
2744,Los Angeles,-118.1748108,34.6966423,49.94,59.56,45.31,52.32,55.69,72.53
3145,Riverside ,-116.9005782,33.7539539,49.92,78.86,93.91,69.92,74.97,92.65
7367,San Diego,-117.0092136,32.784615,49.91,25.9,33.21,38.85,53.27,88.4
4462,Monterey ,-120.9172021,35.9668581,49.9,63.9,32.24,50.73,67.85,NA
2692,Los Angeles,-118.4067099,34.0280469,49.89,72.08,44.53,32.16,30.04,41.84
4509,San Bernardino,-117.356568,34.478278,49.87,80.34,99.85,68.97,72.09,96.81
8532,Sacramento ,-121.2017883,38.5777827,49.86,32.76,77.01,4.67,8.38,75.38
13561,San Joaquin,-121.3364443,38.0473226,49.85,93.51,57.13,47.77,26.67,66.61
1929,San Bernardino,-117.2139066,34.2379157,49.84,54.12,23.73,58.92,71.42,79.72
21798,San Bernardino,-117.4712111,34.1357381,49.82,73.33,81.34,36.9,27.85,17.11
5767,Orange ,-117.9499292,33.7087027,49.81,25.43,50.72,34.78,43.33,NA
2362,Sacramento ,-121.4721306,38.573984,49.8,0.46,71.3,27.61,56.07,17.11
6021,Ventura ,-119.0487659,34.4021613,49.79,19.78,57.38,83.8,70.34,69.98
5686,San Diego,-117.1727594,32.7726384,49.77,92.2,1.53,18.36,52.71,93.83
3272,Los Angeles,-118.1453112,33.9280828,49.76,5.72,77.41,54.21,45.06,26.86
3071,Los Angeles,-118.4182534,34.0167232,49.75,51.82,44.53,37.28,52.26,26.86
6930,Alameda ,-121.9605916,37.5168344,49.74,70.36,65.72,42.29,22.47,72.53
5872,Riverside ,-117.4098503,33.9516686,49.72,71.03,27.33,48.58,47.11,29.41
2233,Fresno ,-119.807449,36.7894606,49.71,20.27,18.01,58.5,69.16,83.63
2521,Kern ,-118.9229278,35.379737,49.7,1.76,77.94,73.84,89.17,73.41
4664,San Bernardino,-117.6630434,34.0083628,49.68,29.15,83.15,34.78,13.04,41.84
7242,Sutter ,-121.6619167,39.0906987,49.67,13.14,73.8,72.08,54.03,86.19
3842,Riverside ,-117.2137751,33.5753129,49.66,51.31,94.43,38.13,37.89,65.63
3240,San Francisco,-122.4062364,37.7517621,49.65,12.59,34.56,53.87,40.55,1.9
6690,Los Angeles,-117.8613457,34.0753742,49.63,68.41,15.27,58.28,45.06,1.34
14218,San Bernardino,-117.5607306,34.1118416,49.62,50.19,86.37,22.22,41.66,44.35
5826,Santa Clara,-121.8196391,37.3494389,49.61,35.85,62.89,82.18,57.01,33.58
4900,Los Angeles,-118.0035625,33.8982866,49.6,69.16,73.28,35.88,26.21,67.48
7435,Orange ,-117.8074249,33.7979555,49.58,36.14,41.61,70.83,55.87,39.21
4944,Los Angeles,-118.0931498,33.8523009,49.57,62.88,26.15,18.36,7.37,39.21
6334,Orange ,-117.9028423,33.6609028,49.56,84.31,5.58,70.08,55.69,52.52
6592,Riverside ,-116.994327,33.7696784,49.55,42.8,63.16,70.22,60.79,80.39
5516,Los Angeles,-117.9846208,33.9221904,49.53,34.46,70.86,35.88,39.82,69.13
6374,Madera ,-119.8457067,36.9648983,49.52,56.88,65.94,47.77,41.48,66.61
6106,Imperial ,-115.5662375,32.762851,49.51,11.82,88.27,61.81,32.27,81.69
6477,Orange ,-117.8287478,33.8079668,49.5,18.8,22.23,64.79,58.02,19.59
4492,Alameda ,-122.2600769,37.8177294,49.48,63.32,11.08,32.62,66.43,19.59
9719,Riverside ,-116.9542225,33.8238592,49.47,27.12,70.38,56.48,74.05,88.68
4416,Sacramento ,-121.3078066,38.6826224,49.46,58.56,84.32,42.29,57.3,33.58
4678,Shasta ,-122.2988508,40.4294831,49.45,19.17,83.95,52.32,83.58,56.19
5977,Orange ,-117.9756059,33.7775512,49.43,13.91,40.54,78.75,74.46,72.53
3939,Los Angeles,-118.3132363,33.7944957,49.42,38.18,63.72,57.92,31.26,3.58
7038,Sacramento ,-121.2813011,38.6841182,49.41,72.08,75.31,58.69,86.38,85.49
6308,San Diego,-117.1197526,32.7997476,49.39,72.32,19.58,3.87,33.54,71.67
8606,Yolo ,-121.7849011,38.5369569,49.38,0.42,29.24,0,98.74,88.08
6120,Los Angeles,-117.8144748,34.1111836,49.37,13.24,49.36,29.68,45.74,2.29
5218,San Diego,-117.0523008,32.5709007,49.36,55.38,25.12,73.84,71.22,94.31
7114,Los Angeles,-118.2471275,34.1622943,49.34,16.63,57.69,15.24,45.97,60.57
3719,Los Angeles,-118.5852975,34.2654115,49.33,19.17,77.19,31.36,43.14,37.71
3487,Los Angeles,-118.2008163,34.1210001,49.32,82.46,48.92,65.33,61.08,13.18
6814,Riverside ,-116.9425027,33.7611983,49.31,50.49,79.57,63.6,67.17,65.63
4484,Los Angeles,-118.1500635,33.8356188,49.29,5.34,41.85,15.24,30.93,61.53
7137,San Mateo,-122.2320282,37.47659,49.28,53.16,7.69,70.22,74.16,8.69
3259,Los Angeles,-118.1126708,33.7700579,49.27,97.51,17.5,8.99,18.91,43.09
7591,Santa Barbara,-120.4553583,34.6647495,49.26,37.23,71.05,45.18,42.41,84.98
6891,San Diego,-117.2431854,33.3720233,49.24,53.16,54.44,70.58,63.24,40.6
11403,Kern ,-118.9067286,35.4138845,49.23,23.92,70.74,48.84,53.87,58.36
5494,Los Angeles,-117.8237196,33.9980594,49.22,52.54,32.71,12.02,22.47,83.22
4480,Los Angeles,-118.0327899,34.0981939,49.21,57.1,11.93,55.34,68.94,19.59
6215,Orange ,-117.9417386,33.737867,49.19,77.35,26.15,74.8,55.87,52.52
9191,San Diego,-117.1371758,32.773662,49.18,67.92,4.32,1.15,43.73,71.67
7077,Santa Barbara,-120.4444646,34.9714322,49.17,40.47,16.94,98.9,75.52,51.26
2650,Los Angeles,-118.1585861,34.0529634,49.16,6.4,14.57,47.51,14.66,67.48
3550,Santa Barbara,-119.6856673,34.4273462,49.14,11.07,22.48,73.99,47.5,22.57
4027,Alameda ,-122.2746683,37.8503526,49.13,25.66,19.07,48.84,64.5,51.26
2982,Alameda ,-122.0738117,37.6053389,49.12,57.72,72.67,33.49,10.14,57.25
4531,Alameda ,-122.0793899,37.644034,49.1,63.77,90.15,78.33,61.08,39.21
4898,Los Angeles,-117.8406591,34.0332993,49.09,37.88,35.72,25.5,20.1,45.78
7812,San Diego,-117.1737801,32.8262504,49.08,63.77,11.84,44.34,41.03,22.57
11455,Kern ,-119.1191249,35.2305045,49.07,22.65,65.07,38.47,32.49,25.23
7179,Ventura ,-119.1721776,34.1674563,49.05,27.29,67.49,94.77,81.91,74.1
2827,Los Angeles,-118.1012712,34.1522193,49.04,86.03,18.39,35.22,29.03,15.84
3474,San Joaquin,-121.2311339,37.8054262,49.03,6.62,89.31,62.39,46.61,30.88
3359,Los Angeles,-118.4391488,33.9975533,49.02,3.19,48.63,68.55,59.52,51.26
2325,Shasta ,-122.3762226,40.5821764,49,5.34,69.83,28.45,78.45,65.63
5363,Riverside ,-117.531606,33.9861154,48.99,49.91,80.47,66.46,51.41,51.26
2814,Riverside ,-117.4904563,33.9486696,48.98,59.19,82.48,70.69,47.75,79.72
3242,Alameda ,-122.1332163,37.7447566,48.97,90.76,66.33,12.55,8.24,71.67
5414,Monterey ,-121.7937321,36.6765137,48.95,41.47,43.96,55.99,66.11,44.35
4386,Contra Costa,-121.8308707,37.9946847,48.94,91.78,95.83,46.81,45.74,83.98
3324,San Mateo,-122.302725,37.5649733,48.93,83.31,23.47,60.31,45.2,4.23
5993,San Joaquin,-121.1609082,37.728534,48.92,55.61,44.77,38.85,42.11,21.11
3100,Los Angeles,-118.1276554,33.8039339,48.9,79.73,51.61,34.38,25.98,41.84
14869,Riverside ,-117.3025976,33.6868295,48.89,41.15,83.97,50.24,48.03,29.41
5943,Sacramento ,-121.3624683,38.4380815,48.88,93.51,65.45,51.47,65.93,98.11
3936,San Diego,-116.9381289,32.7909112,48.87,57.72,17.75,62.03,72.58,51.26
5087,Los Angeles,-118.1124273,34.0589573,48.85,62.39,4.1,73.84,72.4,17.11
5059,Los Angeles,-118.4336385,33.9838746,48.84,54.85,14.79,18.81,38.13,9.72
8735,Los Angeles,-118.496182,34.2578116,48.83,53.46,31.54,62.86,62.07,9.72
3021,Los Angeles,-118.5686167,34.2660306,48.81,99.13,50.72,18.81,12.84,55.02
2638,Sacramento ,-121.4885738,38.5245176,48.8,11.82,77.99,42.29,42.24,NA
3276,Mendocino ,-123.8051687,39.4499078,48.79,30.13,60.38,54.07,72.16,NA
3237,Alameda ,-122.2878154,37.8728822,48.78,58.56,61.42,19.75,37.4,0
3865,San Diego,-117.0781738,33.1313346,48.76,49.62,12.15,93.95,92.94,9.72
4437,Solano ,-122.0272609,38.2485857,48.75,48.27,83.37,47.51,63.02,85.83
3668,Placer ,-121.2762266,38.7453902,48.74,10.75,75.66,44.01,58.23,19.59
4476,Sacramento ,-121.3854151,38.5497903,48.73,9.08,71.97,20.86,43.53,40.6
4387,Los Angeles,-118.3807073,34.0902917,48.71,77.55,30.75,2.3,37.89,59.38
3613,Santa Barbara,-120.4307367,34.97297,48.7,7.95,52.01,90.41,76.98,30.88
3391,Riverside ,-117.6042543,33.8697102,48.69,26.29,84.52,52.52,63.77,21.11
5725,Orange ,-117.8854711,33.6826205,48.68,81.51,26.15,41.23,41.66,14.39
4004,Sacramento ,-121.3457916,38.538965,48.66,59.19,59.72,32.62,63.52,36.44
4059,Sacramento ,-121.304405,38.6070496,48.65,40.94,81.52,42.66,62.25,74.1
4110,Los Angeles,-118.4729854,34.0133521,48.64,10.26,45.46,36.18,28.17,39.21
5935,Orange ,-117.9584718,33.7776732,48.63,42.2,20.78,71.2,78.77,36.44
1790,San Francisco,-122.4034859,37.7904674,48.61,0.32,2.9,68.55,59.23,NA
38754,San Diego,-117.4205567,33.3510594,48.6,28.52,4.22,3.11,74.16,75.38
7589,Orange ,-117.7578575,33.6593645,48.59,16.97,31.46,0.04,43.53,37.71
5933,Monterey ,-121.1254387,36.2128109,48.58,27.6,79.89,99.78,92.02,0
5685,San Mateo,-122.4782558,37.6692204,48.56,47.59,51.82,46.51,53.48,48.26
4002,Orange ,-117.9402667,33.9117646,48.55,12.77,30.75,44.01,42.24,14.39
4328,Riverside ,-116.8640681,33.726269,48.54,45.87,93.91,61.81,74.87,89.19
4905,San Diego,-117.2419463,33.3971392,48.52,74.22,43.96,65.65,71.91,7.77
4821,Los Angeles,-118.5513173,34.3715599,48.51,64.78,50.07,45.9,41.91,36.44
4248,San Joaquin,-121.3879989,38.0297286,48.5,45.87,43.46,29.3,43.73,74.1
3578,Glenn ,-122.0413986,39.7212958,48.49,39.52,53.75,89.05,74.97,55.02
3987,Los Angeles,-118.4754273,34.0350094,48.47,65.36,27.74,33.49,35.75,18.31
4063,Ventura ,-119.2029688,34.2540321,48.46,14.78,20.5,51.23,37.4,58.36
3582,Fresno ,-119.6909537,36.8303592,48.45,30.13,34.18,61.1,73.42,45.78
4495,Los Angeles,-118.6661486,34.1466066,48.44,80.51,21.04,9.73,3.33,44.35
3157,Los Angeles,-118.157318,33.7771513,48.42,12.38,34.56,58.15,56.57,57.25
6798,San Diego,-117.2433431,33.3601098,48.41,66.28,45.61,77.23,71.91,13.18
6537,Riverside ,-117.078378,33.7246687,48.4,24.57,69.63,74.65,87.76,89.19
5198,Riverside ,-116.9530305,33.7834484,48.39,29.88,98.78,91.53,98.09,91.94
3731,Los Angeles,-118.0734404,34.1092057,48.37,30.13,22.3,51.23,44.07,65.63
3269,Alameda ,-122.2372726,37.8008019,48.36,94.28,5.3,55.14,53.62,67.48
3773,Butte ,-121.7370059,39.3792483,48.35,5.57,98.37,58.92,53.27,81.69
3882,Los Angeles,-117.8977913,34.016144,48.34,66.05,42.49,26.42,42.24,44.35
5185,Alameda ,-122.0473856,37.5125267,48.32,76.44,67,33.49,35.15,11.87
4583,Los Angeles,-118.4426826,34.1519021,48.31,18.8,74.39,12.02,35.93,48.26
7408,Contra Costa,-122.3086599,37.9788936,48.3,76.82,51.26,38.13,48.03,53.89
4764,Butte ,-121.8641991,39.7638851,48.29,45.87,20.11,35.54,84.91,74.74
3187,Los Angeles,-118.2941415,34.0635956,48.27,13.5,8.57,64.1,73.42,7.14
3851,Los Angeles,-117.9932439,33.8962298,48.26,39.52,58.64,43.07,28.63,56.19
4655,Los Angeles,-118.003196,33.9320286,48.25,42.52,89.49,37.65,34.48,30.88
3304,Los Angeles,-118.2785412,34.1029474,48.23,4.71,84.53,25.5,24.17,63.42
6255,Kern ,-117.6877641,35.6445188,48.22,30.84,97.87,51.73,60.21,21.11
2865,Los Angeles,-118.384482,34.0432688,48.21,92.78,17.75,52.52,66.87,17.11
4129,Los Angeles,-118.0008226,33.941836,48.2,5.49,87.57,33.89,17.49,23.75
5928,San Diego,-117.2406651,33.207787,48.18,71.79,21.8,97.52,95.62,26.86
4414,Kern ,-118.007949,35.1220493,48.17,99.08,69.11,70.22,84.54,99.52
2907,Butte ,-121.5980004,39.5191072,48.16,75.33,97.1,54.85,81.21,89.67
4793,Orange ,-117.97572,33.7848346,48.15,80.51,41.03,73.16,55.11,69.13
5539,Los Angeles,-118.414869,34.1621485,48.13,75.96,34.35,26.94,33.98,55.02
5411,Orange ,-117.9545102,33.810476800000004,48.12,6.94,52.28,55.14,36.11,72.53
5815,San Diego,-117.0980269,33.1374325,48.11,60.71,53.05,49.58,84.33,18.31
6545,Shasta ,-122.347675,40.5520369,48.1,14.22,87.04,48.04,84.77,55.02
4872,Riverside ,-117.190976,33.9088488,48.08,93.15,82.07,62.39,50.24,82.74
15912,Riverside ,-117.16255460000001,33.5490166,48.07,50.72,85.62,40.46,32.27,73.41
10131,Solano ,-121.9719091,38.290379,48.06,71.64,80.48,31.36,16.32,35.02
7033,San Luis Obispo,-120.6157338,35.1052514,48.05,75.33,45.2,63.76,53.27,58.36
2445,Los Angeles,-118.4268131,34.0339126,48.03,14.38,48.31,27.61,27.56,81.01
6158,Sacramento ,-121.5509593,38.648951,48.02,88.85,83.51,22.22,46.61,5.57
6503,Los Angeles,-118.3818632,33.9970127,48.01,67.17,24.21,3.87,4.91,49.86
5036,Los Angeles,-118.3366679,33.8072043,48,27.92,34.01,24.12,16.32,53.89
3074,Los Angeles,-118.4318823,34.1494929,47.98,33.44,80.63,10.81,35.93,17.11
4507,Sonoma ,-122.7341732,38.4198167,47.97,8.42,89.34,83.14,68.48,58.36
4110,San Mateo,-122.3193435,37.5653475,47.96,23.66,27.24,47.77,28.42,18.31
5656,Kings ,-119.6393201,36.3580168,47.95,46.29,98.55,27.61,33.37,32.27
5732,Los Angeles,-118.3045921,34.1922052,47.93,8.93,48.94,23.66,38.91,77.76
5197,Santa Clara,-121.9848087,37.3678358,47.92,91.78,20.38,36.18,38.13,21.11
6040,Orange ,-117.9397292,33.7874758,47.91,61.01,49.64,56.16,47.11,15.84
5524,Orange ,-117.9847331,33.708349,47.89,63.32,6.63,58.28,50.01,48.26
5068,Shasta ,-122.3976532,40.5381994,47.88,89.65,70.24,49.97,55.39,78.97
3529,Sacramento ,-121.3467505,38.6790053,47.87,18.8,80.62,36.56,55.5,30.88
2565,Colusa ,-121.9636465,39.314744,47.86,2.3,89.94,71.75,61.91,25.23
7336,Sacramento ,-121.4906198,38.6149919,47.84,76.64,86.24,58.69,71.97,57.25
1668,Los Angeles,-118.4333787,34.418048400000004,47.83,54.85,58.74,59.31,50.85,67.48
3939,Los Angeles,-118.3297619,34.1113557,47.82,62.88,12.74,25.5,48.03,65.63
1592,Monterey ,-121.7175785,36.7510823,47.81,17.68,24.66,66.82,61.91,NA
6286,San Bernardino,-117.0368248,34.033952,47.79,48.77,73.62,59.11,53.04,67.48
5957,Los Angeles,-118.1762684,33.8227205,47.78,37.58,43.58,27.2,32.05,10.66
5777,Ventura ,-119.1719507,34.1583225,47.77,60.06,67.49,87.47,86.51,28.2
4606,Humboldt ,-124.2233155,40.6530627,47.76,19,95.16,31.7,82.36,66.61
5549,Los Angeles,-118.1378391,33.7913432,47.74,61.21,32.42,31.7,83.17,74.1
5491,Tuolumne ,-120.3277066,37.9231742,47.73,57.39,59.28,40.46,48.2,25.23
3158,Sacramento ,-121.4359084,38.5287219,47.72,41.72,83.35,63.01,74.46,61.53
3856,Placer ,-121.2933222,38.728908,47.71,27.12,80.3,30.03,43.73,33.58
4910,Orange ,-117.9278881,33.6655719,47.69,74.02,24.66,50.52,52.41,41.84
4635,Santa Clara,-121.6054408,37.059904,47.68,19.59,31.68,72.94,48.2,NA
4046,Los Angeles,-117.8117454,34.0088512,47.67,35.85,32.71,16.21,35.93,89.19
7748,Riverside ,-117.2284737,33.5730829,47.66,22.08,94.59,20.86,25.72,77.1
1801,Los Angeles,-118.1481178,34.1487579,47.64,7.29,17.16,30.87,82.21,61.53
5669,Sonoma ,-122.7383565,38.4340254,47.63,23.66,68.62,56.16,45.06,43.09
3933,Sacramento ,-121.4693603,38.5800964,47.62,0.54,65.72,29.3,56.07,29.41
5461,Los Angeles,-118.0239805,33.9092862,47.6,72.48,73.28,35.22,16.56,48.26
6697,Butte ,-121.7982097,39.726274,47.59,14.78,38.81,40.07,73.63,92.19
8054,Riverside ,-117.5886851,33.9608636,47.58,44.21,87.18,42.66,16.32,48.26
5271,San Mateo,-122.3911489,37.6067243,47.57,40.94,11.34,38.13,26.21,53.89
6772,Santa Clara,-121.8340698,37.3547085,47.55,29.88,32.32,79.59,45.53,83.22
5665,Ventura ,-119.2067181,34.2260796,47.54,36.66,48.22,56.73,44.07,67.48
4097,Mendocino ,-123.1105871,39.1624023,47.53,27.12,39.08,24.12,64.03,71.67
2597,Los Angeles,-118.3553201,34.0835415,47.52,67.37,35.72,10.81,34.7,87.69
4182,San Bernardino,-117.0889857,34.070874,47.5,18.17,84.93,43.41,46.39,72.53
3290,Sacramento ,-121.4583035,38.4780464,47.49,82.61,98.74,66.63,71.71,48.26
3377,Los Angeles,-117.8360111,34.125033,47.48,83.5,56.61,19.29,14.27,39.21
7291,Orange ,-117.9681585,33.9046924,47.47,36.66,21.8,11.35,10.9,NA
6745,Orange ,-117.9136471,33.6778627,47.45,48.77,26.15,42.29,42.76,40.6
3456,Contra Costa,-121.9161635,38.0037978,47.44,32.97,88.42,67.78,31.55,56.19
3381,Los Angeles,-118.6737987,34.4444857,47.43,31.67,33.67,66.1,50.01,70.9
