total_population,california_county,longitude,latitude,ces_4_0_percentile,low_birth_weight_pctl,cardiovascular_disease_pctl,education_pctl,poverty_pctl,unemployment_pctl
3168,San Bernardino,-117.2863081,34.0292865,47.42,5.95,74.24,50.24,45.53,94.52
4661,Sacramento ,-121.337082,38.6317698,47.4,7.38,62.6,25.06,67.45,14.39
3862,Los Angeles,-117.9211251,34.0937632,47.39,67.65,60.59,60.91,28.86,15.84
5416,Sacramento ,-121.3639394,38.5419331,47.38,57.56,71.97,50.24,57.01,10.66
4122,Riverside ,-117.2207856,33.9488477,47.37,93.65,78.5,59.31,39.62,13.18
6110,Yolo ,-121.788585,38.6811985,47.35,20.27,59.12,68.75,63.52,88.68
3181,San Francisco,-122.4196438,37.7854142,47.34,25.66,11.84,56.16,86.68,83.22
1980,Sonoma ,-122.713301,38.4416422,47.33,34.77,57.13,29.3,68.27,36.44
5874,Los Angeles,-118.2257027,34.2110063,47.31,2.75,36.05,55.34,41.66,57.25
2251,Los Angeles,-118.1432883,33.8018724,47.3,13.5,41.95,53.87,41.91,15.84
6322,San Diego,-116.9898526,32.7999329,47.29,48.54,56.18,45.9,32.79,19.59
2955,Santa Clara,-121.8546427,37.3694495,47.28,88.4,24.21,75.74,61.55,53.89
4157,Orange ,-117.9715258,33.7957982,47.26,29.46,45.03,72.94,73.76,1.34
6077,San Diego,-117.0593149,33.1414533,47.25,59.24,53.5,84.7,80.78,11.87
7067,Kern ,-117.9674113,35.1264114,47.24,93.11,69.14,49.19,77.81,98.44
8781,Contra Costa,-121.6702095,37.9891088,47.23,40.94,79.51,46.81,44.22,26.86
2837,Fresno ,-119.8084855,36.8011471,47.21,93.88,26.89,4.21,7.83,83.22
5382,San Diego,-116.9918628,32.8138271,47.2,23.27,64.61,29.68,24.42,69.98
4991,Solano ,-121.8516301,38.4286407,47.19,29.66,63.72,47.09,25.98,30.88
6757,Los Angeles,-117.7984574,34.0317834,47.18,65.83,26.16,19.29,32.79,19.59
6937,San Luis Obispo,-120.6911679,35.6355612,47.16,32.27,23.47,78.13,81.21,33.58
6876,Santa Barbara,-120.4186966,34.9705531,47.15,15.02,52.01,79.47,58.62,13.18
5977,Alameda ,-122.1235777,37.6718054,47.14,65.36,49.68,64.79,26.38,57.25
2436,Los Angeles,-118.3043557,33.7817852,47.13,38.49,17.9,52.13,26.21,4.23
3266,San Joaquin,-121.3565447,38.0403551,47.11,97.37,69.22,37.28,29.46,14.39
6587,Contra Costa,-122.0773567,38.0020819,47.1,19.34,48.92,25.89,17.19,7.14
7601,Los Angeles,-118.0547526,34.1023093,47.09,50.19,13.5,57.52,42.76,0.91
4566,Placer ,-121.0748502,38.9052966,47.08,18.4,49.25,47.77,63.02,68.4
3136,Sonoma ,-122.7228509,38.4592263,47.06,17.98,35.72,48.58,44.87,64.51
4488,Los Angeles,-117.743532,34.1143655,47.05,66.64,27.41,36.56,36.11,19.59
3990,Los Angeles,-118.4490226,34.0626943,47.04,45.87,34.56,10.81,97.65,25.23
5810,Santa Clara,-121.8146764,37.3198698,47.02,68.41,30.17,83.33,42.11,37.71
5482,Los Angeles,-118.40678,34.1476412,47.01,51.49,42.02,5.5,24.17,83.98
4199,Kern ,-119.1500356,34.9235317,47,16.63,43.64,55.8,54.95,94.94
9534,Ventura ,-119.2209072,34.2631822,46.99,61.71,20.5,46.23,53.48,64.51
5229,San Bernardino,-117.5827126,34.1142002,46.97,52.85,72.62,31.36,42.76,74.1
1570,San Francisco,-122.4061645,37.7933506,46.96,23.06,7.8,86.36,75.52,53.89
6721,Los Angeles,-118.3729521,33.9875024,46.95,48.77,20.6,10.31,16.04,84.58
3814,Sacramento ,-121.3197237,38.6425987,46.94,87.68,62.6,31.36,42.11,57.25
4858,Los Angeles,-118.4114177,34.1739658,46.92,41.15,47.52,28.83,45.97,61.53
4704,San Diego,-117.3027415,33.1879915,46.91,89.65,54.22,48.04,52.11,23.75
3015,Los Angeles,-118.3535529,34.0636762,46.9,80.99,49.17,0.42,32.27,15.84
3499,Orange ,-117.9673986,33.7086418,46.89,43.08,50.72,43.07,38.57,61.53
5750,San Diego,-117.0739019,32.7647357,46.87,22.65,52.01,33.89,79.46,65.63
5329,Los Angeles,-118.1119018,34.0663876,46.86,11.64,4.54,81.33,73.63,35.02
7094,San Mateo,-122.4929574,37.6727192,46.85,77.35,58.08,44.34,18.91,56.19
2542,San Diego,-117.1072875,32.5794072,46.84,10.75,50.82,68.55,81.76,85.49
4687,Mendocino ,-123.8014847,39.4312988,46.82,80.16,60.38,61.21,82.14,62.4
5188,Los Angeles,-118.2962139,33.762648,46.81,54.27,22.92,18.36,4.17,28.2
13390,Riverside ,-117.1520055,33.5863863,46.8,50.72,92.56,28.08,31.26,64.51
6458,San Francisco,-122.4191487,37.7594331,46.79,53.16,33.6,61.81,43.73,5.57
1921,Los Angeles,-118.22326,34.1029039,46.77,24.76,38.48,47.51,39.62,36.44
3167,Orange ,-117.8396723,33.652607,46.76,93.88,2.9,3.87,98.86,77.76
8113,Alameda ,-122.0212345,37.55696,46.75,88.72,52.01,50.24,17.19,2.29
3561,Monterey ,-121.7956088,36.7252682,46.73,88.95,36.69,53.58,30.46,28.2
6071,Riverside ,-117.2589261,33.6015412,46.72,26.64,98.93,32.16,36.8,65.63
3093,Los Angeles,-118.4434108,34.3253362,46.71,33.73,57.13,57.92,31.55,13.18
5029,Riverside ,-117.1252348,33.486084,46.7,57.1,72.81,25.06,46.39,84.58
2043,Los Angeles,-117.9005028,34.0580051,46.68,61.21,61.37,38.13,15.33,66.61
3786,Los Angeles,-117.8557814,34.0913988,46.67,79.19,55.45,51.23,23.3,68.4
3192,Santa Barbara,-119.4905106,34.3882739,46.66,57.1,5.4,73.99,56.57,43.09
4368,El Dorado,-120.0073155,38.8973453,46.65,97.11,3.25,45.18,64.37,82.74
2438,Los Angeles,-118.5139837,34.3831933,46.63,74.7,52.16,32.16,20.1,65.63
5142,Riverside ,-116.9996659,33.7332579,46.62,19.34,80.22,57.62,75.72,78.97
2007,Los Angeles,-118.2241897,34.120029100000004,46.61,96.97,8.49,32.94,54.15,37.71
4710,Los Angeles,-117.7839389,34.0389204,46.6,35.04,36.42,36.18,24.92,10.66
2604,Santa Barbara,-119.7150663,34.4261948,46.58,64.18,42.49,41.85,65.08,62.4
4319,Stanislaus ,-120.8252426,37.4998207,46.57,75.12,97.26,22.22,27.35,19.59
6141,Solano ,-121.9790495,38.3420876,46.56,34.77,68.1,31.7,62.84,NA
7214,San Diego,-117.2637886,33.186867,46.55,80.34,31.99,38.13,48.58,72.53
3245,Los Angeles,-118.4246723,34.0128357,46.53,92.81,26.41,37.28,26.21,46.99
2550,Los Angeles,-118.3800927,34.0729596,46.52,12.59,51.46,12.02,19.89,46.99
6925,San Diego,-117.0114926,33.3358648,46.51,17.21,31.75,49.77,56.07,82.33
5964,Santa Clara,-121.9331084,37.3470382,46.5,51.31,29.24,30.41,48.2,19.59
3141,Orange ,-118.0198654,33.7847215,46.48,98.04,28.98,22.77,15.03,22.57
6632,Riverside ,-117.2114532,33.878436,46.47,68.86,74.84,57.52,49.31,59.38
3476,Fresno ,-119.7450732,36.8339103,46.46,6.51,31.09,49.58,51.09,28.2
3062,Alameda ,-122.3256618,37.8886213,46.44,19.93,1.81,6.95,74.7,39.21
3697,Los Angeles,-118.3550066,33.8218914,46.43,74.02,27.24,21.37,22.47,36.44
3703,Los Angeles,-117.8357129,33.990991,46.42,62.61,27.24,28.08,33.2,43.09
7692,San Diego,-117.2762264,33.2179749,46.41,32.47,54.22,38.13,53.48,19.59
2429,Sacramento ,-121.3188938,38.6652577,46.39,46.5,56.88,39.53,48.03,23.75
3929,Sacramento ,-121.5088949,38.5121908,46.38,75.96,55.72,44.94,55.11,18.31
9315,Monterey ,-121.6348578,36.7107945,46.37,56.35,66.15,83.14,51.21,75.38
4562,Shasta ,-122.3051577,40.4613796,46.36,12.14,85.29,48.58,59.66,19.59
5237,Tulare ,-118.4920872,36.1727771,46.34,74.22,53.03,38.13,71.22,84.98
7801,Riverside ,-117.4115769,33.9653835,46.33,33.44,34.76,46.81,54.55,39.21
2505,San Diego,-117.1381735,32.717632,46.32,12.59,44.3,62.68,74.87,NA
3455,Santa Clara,-121.8099466,37.3010538,46.31,69.99,47.88,72.94,36.98,36.44
2813,Los Angeles,-118.3730515,34.0713896,46.29,39.89,55.77,22.77,24.72,43.09
4283,Los Angeles,-118.2929869,34.2594737,46.28,13.91,75.46,55.8,57.79,69.98
6479,Monterey ,-121.5676557,36.6852793,46.27,32.27,9.45,92.94,50.68,1.9
7308,Stanislaus ,-120.8343873,37.5147982,46.26,58.79,73.18,40.81,31.26,45.78
3827,San Diego,-117.1233872,32.7437342,46.24,84.85,21.14,14.78,16.32,37.71
2036,Los Angeles,-118.5720874,34.4168102,46.23,89.27,45.2,12.02,23.17,29.41
5792,Orange ,-117.9135026,33.9340988,46.22,46.5,36.78,16.79,15.83,35.02
7726,Santa Clara,-121.92545,37.3102822,46.21,77.55,30.8,74.8,54.38,1.15
9872,San Bernardino,-116.6442497,35.4026962,46.19,37.88,82.84,15.24,71.71,97.42
4018,Los Angeles,-118.2290789,34.7694996,46.18,13.24,53.5,42.29,61.76,26.86
4639,Los Angeles,-118.3804933,34.0495333,46.17,21.08,39.08,27.61,52.26,15.84
6659,San Bernardino,-116.4313005,34.1517898,46.15,47.96,96.25,51.47,90.05,97.97
3956,Los Angeles,-118.1928507,34.1347808,46.14,73.76,30.27,53.4,29.74,52.52
5237,Contra Costa,-122.2975158,38.0059174,46.13,66.05,40.42,30.03,24.92,63.42
6207,San Benito,-121.379325,36.8433246,46.12,69.68,97.72,61.21,44.87,83.98
3448,Orange ,-117.9676275,33.72311,46.1,89.65,50.72,24.6,32.79,10.66
5257,Orange ,-117.8127013,33.7362411,46.09,10.85,36.49,45.58,50.24,51.26
7618,Riverside ,-116.9444017,33.7716288,46.08,57.72,98.78,71.55,72.4,63.42
4202,Orange ,-117.9802241,33.7264094,46.07,20.27,22.3,45.58,35.57,37.71
6608,Tehama ,-122.1205504,39.8864854,46.05,38.18,90.23,62.39,69.72,90.59
15502,San Bernardino,-117.5244995,34.1192063,46.04,60.06,55.65,17.79,17.19,43.09
6894,Solano ,-121.8314911,38.4598591,46.03,12.97,63.72,51.23,56.57,22.57
5936,Santa Clara,-121.8929601,37.3943303,46.02,82.28,31.03,41.23,30.04,15.84
2463,Los Angeles,-118.3284923,34.079743,46,14.01,28.12,18.36,25.98,81.01
2208,Ventura ,-119.1820508,34.1578571,45.99,69.53,67.12,90.89,59.52,75.38
4373,Santa Clara,-121.822135,37.3314079,45.98,72.85,48.22,89.98,46.82,73.41
2734,Riverside ,-116.6260603,33.8749566,45.97,28.36,59.88,47.77,72.63,89.19
7113,Orange ,-118.0388823,33.7473928,45.95,58.2,39.81,34.38,14.48,6.3
4457,Los Angeles,-118.4274418,34.0021096,45.94,9.51,48.63,76.42,57.44,40.6
5291,San Diego,-117.0071856,32.7267911,45.93,51.01,48.63,49.42,64.17,84.58
2097,Shasta ,-122.2692975,40.455518,45.92,39.89,85.29,52.52,77.81,64.51
5742,Santa Barbara,-120.3928629,34.9569166,45.9,43.79,52.01,38.47,19.38,49.86
4086,San Diego,-117.0103336,32.7619814,45.89,80.51,23.94,18.81,49.55,70.9
4620,San Diego,-117.1867776,32.8302338,45.88,76.12,33.5,42.66,40.34,77.76
3336,Riverside ,-117.5634459,33.861606,45.86,8.42,87.31,44.01,28.42,18.31
1513,San Luis Obispo,-120.8297441,35.374148,45.85,98.92,25.35,26.42,52.11,NA
2373,Los Angeles,-118.0699478,34.1401862,45.84,85.46,5.5,45.58,31.55,8.69
10092,Riverside ,-117.0823096,33.9814132,45.83,55.38,84.07,51.23,14.48,9.72
4962,Alameda ,-122.2771352,37.8668441,45.81,65.36,40.42,0.84,38.13,7.14
5952,Santa Clara,-121.5713496,36.9878533,45.8,35.6,76.17,49.58,21.72,33.58
3890,Sacramento ,-121.3922567,38.5922351,45.79,19.34,41.45,62.03,75.84,46.99
3772,Los Angeles,-118.3797435,34.0566897,45.78,28.36,33.08,12.55,51.41,49.86
2677,Orange ,-118.0687277,33.8094993,45.76,58.02,13.66,32.94,34.92,44.35
6392,San Bernardino,-117.7390315,33.9934968,45.75,72.85,54.22,39.53,17.19,33.58
5723,Los Angeles,-118.196362,34.6667155,45.74,94.14,61.98,45.58,71.09,49.86
3563,Los Angeles,-118.0894888,34.1403972,45.73,65.83,19.52,26.42,31.26,22.57
2300,Los Angeles,-118.349317,34.1622732,45.71,61.71,37.59,15.78,9.46,56.19
5156,Los Angeles,-118.4534107,34.067274,45.7,NA,49.17,NA,99.41,73.41
4592,Santa Clara,-121.8323618,37.3118522,45.69,56.35,30.93,77.87,31.26,79.72
10497,Ventura ,-119.0392215,34.1575595,45.68,35.23,33.92,37.28,31.26,33.58
5464,Yolo ,-121.788541,38.6884254,45.66,58.02,59.12,62.86,59.23,62.4
944,Riverside ,-117.0288457,33.9595006,45.65,NA,88.52,30.87,44.87,NA
12225,Sacramento ,-121.4080964,38.3360221,45.64,77.8,31.97,41.6,13.04,7.77
3054,Inyo ,-117.1185271,36.2036638,45.63,8.15,34.05,65.33,69.48,35.02
7564,Sonoma ,-122.7356597,38.4651445,45.61,35.23,61.81,81.14,72.84,40.6
4670,Los Angeles,-118.4552597,34.1684788,45.6,35.04,49.17,25.06,12.69,10.66
3165,Los Angeles,-117.9843329,34.1447913,45.59,1.71,7.22,25.89,56.07,81.69
3233,Ventura ,-118.738939,34.2764924,45.57,61.71,43.22,39.53,36.11,18.31
3522,Los Angeles,-118.1909386,34.1254321,45.56,29.88,27.82,65.53,82.14,76.69
3049,San Benito,-121.000818,36.5803313,45.55,3.58,67.7,54.85,43.53,59.38
5828,Los Angeles,-118.3382685,34.1648374,45.54,65.83,34.18,26.42,29.74,26.86
6978,Los Angeles,-118.0267442,34.1384568,45.52,6.13,3.07,20.86,42.11,NA
6784,Los Angeles,-118.0213686,33.9416417,45.51,45.87,60.78,47.77,56.22,35.02
3176,San Diego,-117.0117565,32.7707635,45.5,43.23,5.11,32.62,50.24,65.63
5248,Los Angeles,-118.6071365,34.2519958,45.49,45.34,77.19,28.45,23.17,7.14
6392,Monterey ,-121.6196088,36.7877533,45.47,27.6,27.41,54.62,40.34,28.2
4905,Shasta ,-122.3356287,40.5666835,45.46,64.47,76.77,30.87,63.77,37.71
7088,Santa Clara,-121.9161877,37.4503035,45.45,44.21,25.87,43.41,33.98,1.55
11749,San Joaquin,-121.382132,38.0505383,45.44,65.02,47.76,39.53,10.44,43.09
4610,Sacramento ,-121.2719777,38.5746641,45.42,29.15,71.55,21.67,12.45,15.84
3549,Orange ,-117.8336974,33.6531552,45.41,37.58,4.32,NA,84.33,66.61
2853,Los Angeles,-118.3179763,34.1920712,45.4,45.87,27.33,19.75,27.56,14.39
4948,Tehama ,-121.8564922,40.1943009,45.39,41.47,71.66,44.34,71.09,91.12
4610,Riverside ,-117.1342075,33.5040499,45.37,84.85,50.9,37.65,69.48,73.41
17197,Orange ,-117.8416879,33.6425125,45.36,41.47,0.25,0.15,88.73,70.9
12171,Contra Costa,-121.7586352,37.9431268,45.35,24.99,70.15,29.68,32.05,46.99
3498,Los Angeles,-118.0569743,33.8527649,45.34,89.02,20.38,37.28,21.72,81.01
6967,Los Angeles,-117.8882752,34.1385557,45.32,2.49,46.83,24.12,50.4,81.69
5153,Orange ,-117.9257735,33.875505,45.31,4.18,23.47,14.78,43.73,60.57
5491,San Diego,-117.355054,33.229909,45.3,42.52,38.87,36.9,38.91,73.41
7506,Sacramento ,-121.36407,38.3933575,45.28,60.28,79.3,37.28,54.55,11.87
4983,Fresno ,-119.7567304,36.8446786,45.27,38.97,25.35,39.21,35.93,83.98
3924,Ventura ,-119.0214631,34.2334501,45.26,38.18,47.18,46.23,34.21,30.88
5633,Napa ,-122.3124397,38.3317567,45.25,31.67,55.98,61.1,22.01,17.11
5115,Santa Clara,-121.8805851,37.4320059,45.23,45.34,42.81,57.24,32.79,44.35
4451,Los Angeles,-118.2740532,34.0916921,45.22,44.77,37.99,12.02,30.78,40.6
7308,Orange ,-117.8508355,33.7807141,45.21,22.74,36.69,54.07,68.83,3.58
3607,Santa Clara,-122.0951903,37.4174125,45.2,98.74,19.07,54.62,29.46,1.15
2915,Los Angeles,-118.4722036,33.9955518,45.18,31.49,18.98,54.85,60.45,69.98
5953,Butte ,-121.5269455,39.5228652,45.17,10.26,95.11,47.51,79.13,48.26
4029,Stanislaus ,-120.9672353,37.6999824,45.16,78.36,43.41,31.36,35.35,63.42
7374,Alameda ,-121.9871471,37.537144,45.15,86.03,65.72,44.94,11.95,11.87
4295,Alameda ,-122.0734492,37.638444,45.13,91.78,90.15,95.18,75.52,4.23
4570,Alameda ,-122.1755727,37.7751005,45.12,93.28,79.46,36.9,56.38,69.13
3267,Sacramento ,-121.5186401,38.5303294,45.11,69.53,66.77,49.19,34.7,58.36
3557,Stanislaus ,-120.9850908,37.6835377,45.1,0.9,62.69,39.21,38.33,79.72
3678,Los Angeles,-117.8658886,34.1415042,45.08,24.08,63.72,25.5,41.24,71.67
4664,San Diego,-117.0295699,32.710698,45.07,36.66,69.42,73.99,55.11,44.35
6726,Santa Clara,-121.9443765,37.3430376,45.06,52.36,34.41,37.65,61.55,83.22
7286,Santa Clara,-122.0033848,37.4031482,45.05,86.76,30.53,38.47,25.98,22.57
5592,Contra Costa,-122.026061,37.9886609,45.03,5.59,46.75,41.6,38.91,70.9
6839,Los Angeles,-118.4559535,34.0183122,45.02,28.36,38.66,16.79,35.15,18.31
4818,San Diego,-117.0229522,32.7788537,45.01,28.96,36.17,18.36,59.37,46.99
4706,Los Angeles,-117.833697,34.1133365,44.99,25.21,31.03,43.41,37.64,82.33
4670,San Diego,-117.0027482,32.7202478,44.98,41.72,48.63,81.7,85.34,81.69
6690,San Francisco,-122.4573334,37.7217805,44.97,69.53,33.29,62.68,39.62,44.35
2837,Sacramento ,-121.3506355,38.6137442,44.96,72.85,40.75,26.94,82.73,37.71
5271,Ventura ,-118.7065603,34.2871063,44.94,28.52,61.58,39.21,21.27,71.67
8443,Riverside ,-117.018009,33.6989771,44.93,43.08,86.88,65.79,51.57,82.33
3276,Alameda ,-122.0833307,37.5982227,44.92,91.28,72.78,47.09,20.6,6.3
3493,Los Angeles,-118.1973377,34.1291804,44.91,69.16,14.94,51.47,32.49,82.33
5962,San Bernardino,-117.3347273,34.3822831,44.89,68.71,98.26,61.35,72.58,94.52
5361,Ventura ,-118.7697289,34.2778958,44.88,38.49,60.06,53.4,43.33,40.6
8852,Stanislaus ,-121.038906,37.6996863,44.87,64.78,56.78,28.83,38.33,28.2
3871,Ventura ,-118.753251,34.2699733,44.86,65.36,60.06,52.52,45.97,49.86
3136,Fresno ,-119.8253921,36.8031545,44.84,21.26,44.68,46.23,47.75,87.06
3896,Los Angeles,-118.3431013,34.1741462,44.83,28.36,41.61,39.53,22.22,45.78
2916,Los Angeles,-118.3573276,34.0781666,44.82,47.1,49.17,8.99,36.28,78.33
2518,Sacramento ,-121.4150189,38.5663033,44.81,91.28,58.14,0,73.42,NA
5869,Monterey ,-121.609157,36.6878097,44.79,30.2,54.36,99.85,96.58,45.78
8614,Riverside ,-117.1474008,33.6786757,44.78,36.41,79.62,35.88,42.61,78.97
6840,Los Angeles,-118.111733,34.1740052,44.77,41.47,15.1,50.52,37.16,48.26
7489,Monterey ,-121.6435841,36.7023913,44.76,45.87,66.15,94.32,69.16,9.72
3429,San Francisco,-122.4063879,37.7993784,44.74,23.66,10.36,77.87,62.25,52.52
6655,Solano ,-122.2141822,38.1295441,44.73,97.04,54.71,40.46,18.71,32.27
4389,Los Angeles,-118.3559057,34.1480353,44.72,7.17,22.48,48.04,29.46,63.42
3642,Alameda ,-122.1353845,37.7619882,44.7,98.6,73.28,24.6,14.66,18.31
3433,Orange ,-117.7160562,33.606971,44.69,NA,37.99,18.36,50.68,NA
1463,Contra Costa,-121.6219157,37.8582825,44.68,6.79,42.22,58.15,38.33,NA
2432,Los Angeles,-118.3515882,34.100603,44.67,41.15,56.46,7.82,51.21,NA
8013,Alameda ,-121.9444248,37.4731786,44.65,70.61,40.42,20.86,3.54,40.6
5300,Los Angeles,-118.1353409,33.8533032,44.64,6.07,50.82,32.62,18.71,32.27
2795,Alameda ,-122.2898443,37.8426202,44.63,48.54,39.32,7.82,19.12,15.84
3193,Santa Cruz,-121.7817391,36.9594832,44.62,51.01,29.65,80.57,63.52,89.46
11332,Santa Clara,-121.9454866,37.4150735,44.6,84.85,12.99,40.81,25.98,15.84
5978,Ventura ,-119.2083822,34.1784074,44.59,35.23,33.08,58.69,48.92,57.25
5951,Los Angeles,-118.0587854,34.0927124,44.58,3.4,21.52,48.84,30.78,9.72
4872,Los Angeles,-118.4659262,34.042074,44.57,65.02,17.16,20.86,23.66,22.57
5062,Sacramento ,-121.4409188,38.4697876,44.55,85.17,98.74,76.93,89.51,68.4
4557,Santa Clara,-121.9459448,37.350955,44.54,23.27,47.88,20.29,60.28,23.75
9631,Ventura ,-119.2146586,34.1894237,44.53,54.12,36.42,36.56,39.21,41.84
8974,Orange ,-117.678883,33.6695466,44.52,76.12,42.53,14.78,11.27,14.39
4944,Riverside ,-117.2040032,33.9455386,44.5,68.41,68.76,63.01,41.91,30.88
10204,Santa Clara,-121.9712124,37.4003031,44.49,62.88,31.24,26.94,14.66,45.78
3494,Los Angeles,-118.6024313,34.2606869,44.48,41.72,77.19,44.65,25.43,33.58
4665,Sutter ,-121.6248059,39.1071246,44.47,23.92,88.62,63.6,51.09,62.4
6801,San Diego,-117.1295038,32.8998788,44.45,89.85,31.24,47.09,28.63,28.2
2390,Los Angeles,-118.4341265,34.0003832,44.44,41.47,48.63,65.2,50.24,45.78
3119,Los Angeles,-118.1246769,34.1723185,44.43,52.85,42.22,51.47,52.41,3.21
5944,San Joaquin,-121.0367254,37.9808776,44.42,33.95,46.75,53.13,46.18,63.42
2483,San Francisco,-122.4103784,37.7513411,44.4,56.12,36.42,45.9,36.42,52.52
3250,Los Angeles,-118.3872385,34.0742811,44.39,36.14,40.25,24.6,30.78,22.57
2816,San Joaquin,-121.3465815,38.0330943,44.38,59.56,69.22,44.65,48.03,93.71
8940,Yuba ,-121.5423602,39.1207198,44.36,32,92.56,53.4,39.62,61.53
2303,Los Angeles,-118.6502378,34.2266028,44.35,33.73,50.22,25.5,20.8,65.63
4708,Los Angeles,-118.6369084,34.1888179,44.34,82.91,56.52,21.67,23.91,68.4
4119,Los Angeles,-118.1402363,33.8646013,44.33,12.14,56.54,27.61,11.03,37.71
4171,Lake ,-122.6425387,38.9855188,44.31,97.16,76.65,60.73,88.43,89.19
4663,Los Angeles,-118.4426278,34.0564831,44.3,25.66,31.09,0,78.34,32.27
5832,Sacramento ,-121.511658,38.4996777,44.29,19.59,45.25,41.6,39.4,45.78
6073,Shasta ,-122.24336,40.4132639,44.28,60.28,74.21,25.06,86.22,NA
5496,Alameda ,-121.9615164,37.5278226,44.26,58.2,65.72,40.07,17.19,18.31
2110,Orange ,-118.0371731,33.8066027,44.25,89.65,9.23,33.89,5.35,23.75
1055,Contra Costa,-122.1389042,38.0223177,44.24,14.38,48.92,63.2,92.51,0.33
3073,San Diego,-117.0947635,32.7573492,44.23,89.12,30.75,67.3,87.94,26.86
4620,San Francisco,-122.4163535,37.7858464,44.21,72.85,11.84,52.52,58.02,11.87
4150,Santa Clara,-121.8153841,37.2944974,44.2,20.52,31.24,64.52,35.35,86.19
8333,Riverside ,-117.5776719,33.9422906,44.19,16,61.81,34.78,24.72,41.84
6816,Santa Clara,-121.8272382,37.3436482,44.18,17.77,59.63,83.23,60.45,80.39
2758,Los Angeles,-118.0681112,33.8836153,44.16,98.72,34.72,8.99,16.04,25.23
6290,Imperial ,-115.8770315,33.27526,44.15,27.92,52.03,85.7,93.12,93.3
4576,Ventura ,-118.7274118,34.2776642,44.14,43.79,61.58,34.38,34.48,23.75
1461,Sacramento ,-121.4946981,38.6450907,44.13,96.36,92.39,47.09,98.39,76.69
2576,Mariposa ,-120.0838974,37.3724477,44.11,92.71,73.47,30.87,66.87,94.52
4610,Los Angeles,-118.3967808,34.0717107,44.1,3.4,18.26,25.89,33.77,70.9
2510,Plumas ,-120.9109355,40.0916592,44.09,70.81,44.35,19.29,63.91,95.5
3790,Los Angeles,-118.4511824,34.4388053,44.07,96.6,35.48,45.18,40.11,25.23
3812,San Bernardino,-117.620363,34.116218,44.06,65.02,39.94,23.3,16.82,17.11
5049,Orange ,-117.908263,33.9153573,44.05,28.96,25.25,46.81,25.72,23.75
4691,Orange ,-118.0344035,33.7896268,44.04,66.05,30.27,40.81,14.05,58.36
7424,Orange ,-117.8488281,33.8051326,44.02,23.66,32.54,56.97,38.91,35.02
5314,San Diego,-117.0201686,32.6944869,44.01,38.71,16.16,63.93,49.55,94.09
4587,San Diego,-117.1472238,32.7303885,44,4.8,33.21,35.88,34.21,0.91
3096,San Bernardino,-115.5309263,34.2421428,43.99,61.71,99.53,50.73,79.82,76.05
4072,Ventura ,-118.7744879,34.2700452,43.97,35.04,60.06,65.53,59.23,15.84
4973,Santa Barbara,-119.7211598,34.4203889,43.96,66.64,38.73,72.51,81.07,0.2
4393,Sonoma ,-122.8080845,38.5426791,43.95,15.67,54.96,62.39,33.37,48.26
4246,Los Angeles,-118.1198426,34.0661708,43.94,19.34,0.88,80.46,77.31,49.86
7021,Santa Clara,-122.01954,37.4010794,43.92,90.02,27.41,32.62,11.44,8.69
5239,San Diego,-117.1622682,32.7447803,43.91,79,37.18,12.55,49.12,26.86
5707,Los Angeles,-118.3227742,33.7964591,43.9,55.38,36.78,41.6,29.74,8.69
3670,Orange ,-118.0573402,33.8142505,43.89,93.51,40.64,25.5,23.17,45.78
7019,Sutter ,-121.6618808,39.1198969,43.87,34.46,78.68,66.31,56.57,39.21
8637,Santa Clara,-121.801337,37.3184116,43.86,90.16,17.9,71.08,48.73,88.08
2189,Solano ,-122.2138705,38.0932268,43.85,89.8,54.71,45.58,47.75,69.98
2846,Los Angeles,-118.4746272,34.277998,43.84,2.66,50.82,35.88,8.98,15.84
4379,Contra Costa,-122.22759,38.0244532,43.82,67.37,56.7,50.73,40.8,85.49
4631,Sonoma ,-122.7503889,38.4828618,43.81,5.95,60.38,53.87,37.16,NA
4107,Lake ,-122.5917589,38.9857973,43.8,14.38,81.13,70.58,93.48,99.91
8445,San Mateo,-122.4568853,37.6970709,43.78,85.59,44.85,63.6,41.91,7.77
5488,San Bernardino,-117.1272467,34.4076989,43.77,90.67,95.1,55.14,59.08,93.71
7129,Santa Clara,-122.1055697,37.4018798,43.76,64.18,31.34,52.13,50.85,14.39
4624,San Diego,-117.1513148,32.7447633,43.75,89.85,35.41,12.55,20.38,14.39
6797,Riverside ,-117.6361387,33.8732429,43.73,35.04,55.65,34.78,32.05,64.51
4528,Fresno ,-119.8108607,36.7721367,43.72,53.46,39.08,23.3,46.39,22.57
3849,Santa Clara,-121.906949,37.4585704,43.71,87.97,24.73,58.15,30.93,28.2
5623,Amador ,-120.9288239,38.3544187,43.7,16.97,81.21,31.36,34.92,0.08
5136,Los Angeles,-117.8649253,34.0082843,43.68,47.96,14.89,29.3,22.22,49.86
1645,Ventura ,-119.2882052,34.2871365,43.67,62.88,27.24,13.67,49.55,37.71
4962,Ventura ,-119.4256973,34.0110019,43.66,49.28,37.41,14.17,13.52,89.93
5152,Riverside ,-117.5175804,33.8973552,43.65,38.97,85.44,19.75,73,22.57
5444,Los Angeles,-118.3130811,33.8123572,43.63,12.21,38.11,37.28,43.89,35.02
