year,depth_to_water,longitude,latitude
2022,261.67,-118.40073,34.20119
2022,261.81,-118.40073,34.20119
2022,262.29,-118.40073,34.20119
2022,262.42,-118.40073,34.20119
2022,263.4,-118.40073,34.20119
2022,263.57,-118.40073,34.20119
2022,263.73,-118.40073,34.20119
2022,263.88,-118.40073,34.20119
2022,264.04,-118.40073,34.20119
2022,264.19,-118.40073,34.20119
2022,264.34,-118.40073,34.20119
2022,264.47,-118.40073,34.20119
2022,264.58,-118.40073,34.20119
2022,264.69,-118.40073,34.20119
2022,264.83,-118.40073,34.20119
2022,264.94,-118.40073,34.20119
2022,265.08,-118.40073,34.20119
2022,265.21,-118.40073,34.20119
2022,265.33,-118.40073,34.20119
2022,265.43,-118.40073,34.20119
2022,265.51,-118.40073,34.20119
2022,265.6,-118.40073,34.20119
2022,265.69,-118.40073,34.20119
2022,265.78,-118.40073,34.20119
2022,265.88,-118.40073,34.20119
2022,265.98,-118.40073,34.20119
2022,266.09,-118.40073,34.20119
2022,266.19,-118.40073,34.20119
2022,266.28,-118.40073,34.20119
2022,266.37,-118.40073,34.20119
2022,266.46,-118.40073,34.20119
2022,266.53,-118.40073,34.20119
2022,266.58,-118.40073,34.20119
2022,266.64,-118.40073,34.20119
2022,266.74,-118.40073,34.20119
2022,266.84,-118.40073,34.20119
2022,266.93,-118.40073,34.20119
2022,267.01,-118.40073,34.20119
2022,267.08,-118.40073,34.20119
2022,267.84,-118.40073,34.20119
2023,266.71,-118.40073,34.20119
2023,259.03,-118.40073,34.20119
2023,248.25,-118.40073,34.20119
2022,260.97,-118.40073,34.20119
2022,260.61,-118.40073,34.20119
2022,260.57,-118.40073,34.20119
2022,260.62,-118.40073,34.20119
2022,260.64,-118.40073,34.20119
2022,260.71,-118.40073,34.20119
2022,260.96,-118.40073,34.20119
2022,261.06,-118.40073,34.20119
2022,261.16,-118.40073,34.20119
2022,261.27,-118.40073,34.20119
2022,261.37,-118.40073,34.20119
2022,261.43,-118.40073,34.20119
2022,261.56,-118.40073,34.20119
2022,261.88,-118.40073,34.20119
2022,261.94,-118.40073,34.20119
2022,261.99,-118.40073,34.20119
2022,262.03,-118.40073,34.20119
2022,262.23,-118.40073,34.20119
2022,262.33,-118.40073,34.20119
2022,262.36,-118.40073,34.20119
2022,262.32,-118.40073,34.20119
2022,262.37,-118.40073,34.20119
2022,262.45,-118.40073,34.20119
2022,262.63,-118.40073,34.20119
2022,262.86,-118.40073,34.20119
2022,262.87,-118.40073,34.20119
2022,262.83,-118.40073,34.20119
2022,262.96,-118.40073,34.20119
2022,262.99,-118.40073,34.20119
2022,262.94,-118.40073,34.20119
2022,262.41,-118.40073,34.20119
2022,262.31,-118.40073,34.20119
2022,262.34,-118.40073,34.20119
2022,262.48,-118.40073,34.20119
2022,262.59,-118.40073,34.20119
2022,262.68,-118.40073,34.20119
2022,262.81,-118.40073,34.20119
2022,262.97,-118.40073,34.20119
2022,263.08,-118.40073,34.20119
2022,263.14,-118.40073,34.20119
2022,263.15,-118.40073,34.20119
2022,263.2,-118.40073,34.20119
2022,263.24,-118.40073,34.20119
2022,262.85,-118.40073,34.20119
2022,262.6,-118.40073,34.20119
2022,262.28,-118.40073,34.20119
2022,262.21,-118.40073,34.20119
2022,262.11,-118.40073,34.20119
2022,262.07,-118.40073,34.20119
2022,261.96,-118.40073,34.20119
2022,261.83,-118.40073,34.20119
2022,261.74,-118.40073,34.20119
2022,261.7,-118.40073,34.20119
2022,261.69,-118.40073,34.20119
2022,261.62,-118.40073,34.20119
2022,261.52,-118.40073,34.20119
2022,261.87,-118.40073,34.20119
2022,262.49,-118.40073,34.20119
2022,263.18,-118.40073,34.20119
2022,263.35,-118.40073,34.20119
2022,263.47,-118.40073,34.20119
2022,263.64,-118.40073,34.20119
2022,263.8,-118.40073,34.20119
2022,263.95,-118.40073,34.20119
2022,264.1,-118.40073,34.20119
2022,264.26,-118.40073,34.20119
2022,264.41,-118.40073,34.20119
2022,264.54,-118.40073,34.20119
2022,264.64,-118.40073,34.20119
2022,264.75,-118.40073,34.20119
2022,264.89,-118.40073,34.20119
2022,265.01,-118.40073,34.20119
2022,265.14,-118.40073,34.20119
2022,265.27,-118.40073,34.20119
2022,265.39,-118.40073,34.20119
2022,265.48,-118.40073,34.20119
2022,265.56,-118.40073,34.20119
2022,265.65,-118.40073,34.20119
2022,265.74,-118.40073,34.20119
2022,265.83,-118.40073,34.20119
2022,265.93,-118.40073,34.20119
2022,266.04,-118.40073,34.20119
2022,266.14,-118.40073,34.20119
2022,266.24,-118.40073,34.20119
2022,266.33,-118.40073,34.20119
2022,266.42,-118.40073,34.20119
2022,266.5,-118.40073,34.20119
2022,266.57,-118.40073,34.20119
2022,266.62,-118.40073,34.20119
2022,266.68,-118.40073,34.20119
2022,266.78,-118.40073,34.20119
2022,266.88,-118.40073,34.20119
2022,266.97,-118.40073,34.20119
2022,267.05,-118.40073,34.20119
2022,267.12,-118.40073,34.20119
2022,267.19,-118.40073,34.20119
2022,267.28,-118.40073,34.20119
2022,267.34,-118.40073,34.20119
2022,267.39,-118.40073,34.20119
2022,267.43,-118.40073,34.20119
2022,267.48,-118.40073,34.20119
2022,267.54,-118.40073,34.20119
2022,267.62,-118.40073,34.20119
2022,267.67,-118.40073,34.20119
2022,267.71,-118.40073,34.20119
2022,267.75,-118.40073,34.20119
2022,267.77,-118.40073,34.20119
2022,267.79,-118.40073,34.20119
2022,267.78,-118.40073,34.20119
2022,267.73,-118.40073,34.20119
2022,267.7,-118.40073,34.20119
2022,267.66,-118.40073,34.20119
2022,267.65,-118.40073,34.20119
2022,267.64,-118.40073,34.20119
2022,267.68,-118.40073,34.20119
2022,267.74,-118.40073,34.20119
2022,267.81,-118.40073,34.20119
2022,267.86,-118.40073,34.20119
2022,267.92,-118.40073,34.20119
2022,267.99,-118.40073,34.20119
2022,268.08,-118.40073,34.20119
2022,268.13,-118.40073,34.20119
2022,268.16,-118.40073,34.20119
2022,268.23,-118.40073,34.20119
2022,268.31,-118.40073,34.20119
2022,268.32,-118.40073,34.20119
2022,268.33,-118.40073,34.20119
2022,268.41,-118.40073,34.20119
2022,268.5,-118.40073,34.20119
2022,268.51,-118.40073,34.20119
2022,268.53,-118.40073,34.20119
2022,268.54,-118.40073,34.20119
2022,268.57,-118.40073,34.20119
2022,268.6,-118.40073,34.20119
2022,268.61,-118.40073,34.20119
2022,268.62,-118.40073,34.20119
2022,268.39,-118.40073,34.20119
2022,268.12,-118.40073,34.20119
2022,268.01,-118.40073,34.20119
2022,267.96,-118.40073,34.20119
2022,267.94,-118.40073,34.20119
2022,267.97,-118.40073,34.20119
2022,268,-118.40073,34.20119
2022,268.06,-118.40073,34.20119
2022,268.09,-118.40073,34.20119
2022,268.1,-118.40073,34.20119
2022,268.11,-118.40073,34.20119
2022,268.15,-118.40073,34.20119
2022,268.14,-118.40073,34.20119
2022,268.2,-118.40073,34.20119
2022,268.26,-118.40073,34.20119
2022,268.42,-118.40073,34.20119
2022,268.45,-118.40073,34.20119
2022,268.48,-118.40073,34.20119
2022,268.28,-118.40073,34.20119
2022,268.05,-118.40073,34.20119
2022,267.88,-118.40073,34.20119
2022,267.69,-118.40073,34.20119
2022,267.61,-118.40073,34.20119
2022,267.57,-118.40073,34.20119
2022,267.46,-118.40073,34.20119
2022,267.38,-118.40073,34.20119
2022,267.32,-118.40073,34.20119
2022,267.26,-118.40073,34.20119
2022,267.3,-118.40073,34.20119
2022,267.5,-118.40073,34.20119
2022,267.52,-118.40073,34.20119
2022,267.49,-118.40073,34.20119
2022,267.98,-118.40073,34.20119
2022,268.04,-118.40073,34.20119
2022,268.03,-118.40073,34.20119
2022,268.24,-118.40073,34.20119
2022,268.4,-118.40073,34.20119
2022,268.19,-118.40073,34.20119
2022,267.95,-118.40073,34.20119
2022,267.87,-118.40073,34.20119
2022,267.58,-118.40073,34.20119
2022,267.82,-118.40073,34.20119
2022,267.9,-118.40073,34.20119
2022,268.17,-118.40073,34.20119
2022,268.18,-118.40073,34.20119
2022,267.83,-118.40073,34.20119
2022,267.16,-118.40073,34.20119
2022,267.07,-118.40073,34.20119
2022,266.99,-118.40073,34.20119
2022,266.87,-118.40073,34.20119
2022,266.7,-118.40073,34.20119
2022,266.39,-118.40073,34.20119
2022,266.27,-118.40073,34.20119
2022,266.18,-118.40073,34.20119
2022,266.12,-118.40073,34.20119
2022,266.07,-118.40073,34.20119
2022,266.21,-118.40073,34.20119
2022,266.31,-118.40073,34.20119
2022,266.35,-118.40073,34.20119
2022,266.41,-118.40073,34.20119
2022,266.49,-118.40073,34.20119
2022,266.72,-118.40073,34.20119
2023,266.73,-118.40073,34.20119
2023,266.88,-118.40073,34.20119
2023,266.95,-118.40073,34.20119
2023,266.97,-118.40073,34.20119
2023,266.98,-118.40073,34.20119
2023,267.02,-118.40073,34.20119
2023,266.92,-118.40073,34.20119
2023,266.86,-118.40073,34.20119
2023,266.76,-118.40073,34.20119
2023,266.68,-118.40073,34.20119
2023,266.54,-118.40073,34.20119
2023,266.4,-118.40073,34.20119
2023,266.29,-118.40073,34.20119
2023,266.24,-118.40073,34.20119
2023,266.21,-118.40073,34.20119
2023,266.14,-118.40073,34.20119
2023,265.98,-118.40073,34.20119
2023,265.8,-118.40073,34.20119
2023,265.67,-118.40073,34.20119
2023,265.49,-118.40073,34.20119
2023,265.37,-118.40073,34.20119
2023,265.32,-118.40073,34.20119
2023,265.19,-118.40073,34.20119
2023,265.04,-118.40073,34.20119
2023,264.9,-118.40073,34.20119
2023,264.77,-118.40073,34.20119
2023,264.73,-118.40073,34.20119
2023,264.69,-118.40073,34.20119
2023,264.63,-118.40073,34.20119
2023,264.54,-118.40073,34.20119
2023,264.41,-118.40073,34.20119
2023,264.25,-118.40073,34.20119
2023,264.11,-118.40073,34.20119
2023,264.02,-118.40073,34.20119
2023,263.92,-118.40073,34.20119
2023,263.83,-118.40073,34.20119
2023,263.72,-118.40073,34.20119
2023,263.61,-118.40073,34.20119
2023,263.53,-118.40073,34.20119
2023,263.44,-118.40073,34.20119
2023,263.41,-118.40073,34.20119
2023,263.39,-118.40073,34.20119
2023,263.37,-118.40073,34.20119
2023,263.32,-118.40073,34.20119
2023,263.27,-118.40073,34.20119
2023,263.09,-118.40073,34.20119
2023,262.98,-118.40073,34.20119
2023,262.91,-118.40073,34.20119
2023,262.84,-118.40073,34.20119
2023,262.75,-118.40073,34.20119
2023,262.76,-118.40073,34.20119
2023,262.9,-118.40073,34.20119
2023,262.85,-118.40073,34.20119
2023,262.73,-118.40073,34.20119
2023,262.59,-118.40073,34.20119
2023,262.42,-118.40073,34.20119
2023,262.3,-118.40073,34.20119
2023,262.28,-118.40073,34.20119
2023,262.23,-118.40073,34.20119
2023,262.12,-118.40073,34.20119
2023,262.06,-118.40073,34.20119
2023,261.97,-118.40073,34.20119
2023,261.85,-118.40073,34.20119
2023,261.75,-118.40073,34.20119
2023,261.66,-118.40073,34.20119
2023,261.57,-118.40073,34.20119
2023,261.49,-118.40073,34.20119
2023,261.44,-118.40073,34.20119
2023,261.35,-118.40073,34.20119
2023,261.27,-118.40073,34.20119
2023,261.18,-118.40073,34.20119
2023,261.16,-118.40073,34.20119
2023,261.12,-118.40073,34.20119
2023,261.03,-118.40073,34.20119
2023,260.96,-118.40073,34.20119
2023,260.88,-118.40073,34.20119
2023,260.83,-118.40073,34.20119
2023,260.79,-118.40073,34.20119
2023,260.77,-118.40073,34.20119
2023,260.61,-118.40073,34.20119
2023,260.46,-118.40073,34.20119
2023,260.35,-118.40073,34.20119
2023,260.27,-118.40073,34.20119
2023,260.19,-118.40073,34.20119
2023,260.11,-118.40073,34.20119
2023,260.06,-118.40073,34.20119
2023,260.04,-118.40073,34.20119
2023,259.93,-118.40073,34.20119
2023,259.82,-118.40073,34.20119
2023,259.72,-118.40073,34.20119
2023,259.68,-118.40073,34.20119
2023,259.61,-118.40073,34.20119
2023,259.51,-118.40073,34.20119
2023,259.43,-118.40073,34.20119
2023,259.35,-118.40073,34.20119
2023,259.27,-118.40073,34.20119
2023,259.18,-118.40073,34.20119
2023,259.1,-118.40073,34.20119
2023,258.96,-118.40073,34.20119
2023,258.93,-118.40073,34.20119
2023,258.91,-118.40073,34.20119
2023,258.77,-118.40073,34.20119
2023,258.62,-118.40073,34.20119
2023,258.64,-118.40073,34.20119
2023,258.63,-118.40073,34.20119
2023,258.56,-118.40073,34.20119
2023,258.39,-118.40073,34.20119
2023,258.28,-118.40073,34.20119
2023,258.22,-118.40073,34.20119
2023,258.23,-118.40073,34.20119
2023,258.2,-118.40073,34.20119
2023,258.14,-118.40073,34.20119
2023,258.06,-118.40073,34.20119
2023,257.94,-118.40073,34.20119
2023,257.77,-118.40073,34.20119
2023,257.64,-118.40073,34.20119
2023,257.61,-118.40073,34.20119
2023,257.51,-118.40073,34.20119
2023,257.47,-118.40073,34.20119
2023,257.42,-118.40073,34.20119
2023,257.25,-118.40073,34.20119
2023,257.06,-118.40073,34.20119
2023,256.89,-118.40073,34.20119
2023,256.75,-118.40073,34.20119
2023,256.63,-118.40073,34.20119
2023,256.51,-118.40073,34.20119
2023,256.37,-118.40073,34.20119
2023,256.25,-118.40073,34.20119
2023,256.14,-118.40073,34.20119
2023,256.04,-118.40073,34.20119
2023,255.9,-118.40073,34.20119
2023,255.74,-118.40073,34.20119
2023,255.62,-118.40073,34.20119
2023,255.55,-118.40073,34.20119
2023,255.43,-118.40073,34.20119
2023,255.25,-118.40073,34.20119
2023,255.09,-118.40073,34.20119
2023,254.97,-118.40073,34.20119
2023,254.84,-118.40073,34.20119
2023,254.71,-118.40073,34.20119
2023,254.59,-118.40073,34.20119
2023,254.46,-118.40073,34.20119
2023,254.31,-118.40073,34.20119
2023,254.16,-118.40073,34.20119
2023,254.02,-118.40073,34.20119
2023,253.91,-118.40073,34.20119
2023,253.79,-118.40073,34.20119
2023,253.68,-118.40073,34.20119
2023,253.52,-118.40073,34.20119
2023,253.37,-118.40073,34.20119
2023,253.23,-118.40073,34.20119
2023,253.1,-118.40073,34.20119
2023,253,-118.40073,34.20119
2023,252.84,-118.40073,34.20119
2023,252.68,-118.40073,34.20119
2023,252.51,-118.40073,34.20119
2023,252.37,-118.40073,34.20119
2023,252.26,-118.40073,34.20119
2023,252.12,-118.40073,34.20119
2023,251.94,-118.40073,34.20119
2023,251.81,-118.40073,34.20119
2023,251.69,-118.40073,34.20119
2023,251.56,-118.40073,34.20119
2023,251.41,-118.40073,34.20119
2023,251.28,-118.40073,34.20119
2023,251.16,-118.40073,34.20119
2023,251.01,-118.40073,34.20119
2023,250.86,-118.40073,34.20119
2023,250.74,-118.40073,34.20119
2023,250.59,-118.40073,34.20119
2023,250.45,-118.40073,34.20119
2023,250.29,-118.40073,34.20119
2023,250.17,-118.40073,34.20119
2023,250.06,-118.40073,34.20119
2023,249.96,-118.40073,34.20119
2023,249.84,-118.40073,34.20119
2023,249.71,-118.40073,34.20119
2023,249.58,-118.40073,34.20119
2023,249.43,-118.40073,34.20119
2023,249.3,-118.40073,34.20119
2023,249.16,-118.40073,34.20119
2023,249.04,-118.40073,34.20119
2023,248.89,-118.40073,34.20119
2023,248.76,-118.40073,34.20119
2023,248.65,-118.40073,34.20119
2023,248.52,-118.40073,34.20119
2023,248.38,-118.40073,34.20119
2023,248.24,-118.40073,34.20119
2023,248.09,-118.40073,34.20119
2023,247.95,-118.40073,34.20119
2023,247.83,-118.40073,34.20119
2023,247.71,-118.40073,34.20119
2023,247.6,-118.40073,34.20119
2023,247.47,-118.40073,34.20119
2023,247.34,-118.40073,34.20119
2022,278.79,-118.40019,34.2062
2022,278.6,-118.40019,34.2062
2022,278.48,-118.40019,34.2062
2022,278.39,-118.40019,34.2062
2022,278.35,-118.40019,34.2062
2022,278.7,-118.40019,34.2062
2022,278.9,-118.40019,34.2062
2022,278.96,-118.40019,34.2062
2022,278.94,-118.40019,34.2062
2022,278.93,-118.40019,34.2062
2022,278.97,-118.40019,34.2062
2022,279.04,-118.40019,34.2062
2022,279.14,-118.40019,34.2062
2022,279.26,-118.40019,34.2062
2022,279.36,-118.40019,34.2062
2022,279.45,-118.40019,34.2062
2022,279.56,-118.40019,34.2062
2022,279.67,-118.40019,34.2062
2022,279.72,-118.40019,34.2062
2022,279.79,-118.40019,34.2062
2022,279.86,-118.40019,34.2062
2022,279.96,-118.40019,34.2062
2022,280,-118.40019,34.2062
2022,280.11,-118.40019,34.2062
2022,280.18,-118.40019,34.2062
2022,280.21,-118.40019,34.2062
2022,280.23,-118.40019,34.2062
2022,280.27,-118.40019,34.2062
2022,280.31,-118.40019,34.2062
2022,280.33,-118.40019,34.2062
2022,280.44,-118.40019,34.2062
2022,280.51,-118.40019,34.2062
2022,280.49,-118.40019,34.2062
2022,280.42,-118.40019,34.2062
2022,280.47,-118.40019,34.2062
2022,280.46,-118.40019,34.2062
2022,280.55,-118.40019,34.2062
2022,280.6,-118.40019,34.2062
2022,280.63,-118.40019,34.2062
2022,280.61,-118.40019,34.2062
2022,280.67,-118.40019,34.2062
2022,280.75,-118.40019,34.2062
2022,280.83,-118.40019,34.2062
2022,280.76,-118.40019,34.2062
2022,280.77,-118.40019,34.2062
2022,280.89,-118.40019,34.2062
2022,280.91,-118.40019,34.2062
2022,280.95,-118.40019,34.2062
2022,280.85,-118.40019,34.2062
2022,280.82,-118.40019,34.2062
2022,280.79,-118.40019,34.2062
2022,280.8,-118.40019,34.2062
2022,280.87,-118.40019,34.2062
2022,280.68,-118.40019,34.2062
2022,280.73,-118.40019,34.2062
2022,280.81,-118.40019,34.2062
2022,280.59,-118.40019,34.2062
2022,280.45,-118.40019,34.2062
2022,280.35,-118.40019,34.2062
2022,280.15,-118.40019,34.2062
2022,279.95,-118.40019,34.2062
2022,280.14,-118.40019,34.2062
2022,280.2,-118.40019,34.2062
2022,280.24,-118.40019,34.2062
2022,280.28,-118.40019,34.2062
2022,280.38,-118.40019,34.2062
2022,280.7,-118.40019,34.2062
2022,280.69,-118.40019,34.2062
2022,280.74,-118.40019,34.2062
2022,280.78,-118.40019,34.2062
2022,280.92,-118.40019,34.2062
2022,280.96,-118.40019,34.2062
2022,280.9,-118.40019,34.2062
2022,280.93,-118.40019,34.2062
2022,280.72,-118.40019,34.2062
2022,280.54,-118.40019,34.2062
2022,280.4,-118.40019,34.2062
2022,280.12,-118.40019,34.2062
2022,279.73,-118.40019,34.2062
2022,279.66,-118.40019,34.2062
2022,279.57,-118.40019,34.2062
2022,279.46,-118.40019,34.2062
2022,279.4,-118.40019,34.2062
2022,279.33,-118.40019,34.2062
2022,279.31,-118.40019,34.2062
2022,279.24,-118.40019,34.2062
2022,279.17,-118.40019,34.2062
2022,279.11,-118.40019,34.2062
2022,279.02,-118.40019,34.2062
2022,278.95,-118.40019,34.2062
2022,278.91,-118.40019,34.2062
2022,278.87,-118.40019,34.2062
2022,278.83,-118.40019,34.2062
2022,278.73,-118.40019,34.2062
2022,278.65,-118.40019,34.2062
2022,278.54,-118.40019,34.2062
2022,278.51,-118.40019,34.2062
2022,278.47,-118.40019,34.2062
2022,278.43,-118.40019,34.2062
2022,278.32,-118.40019,34.2062
2022,278.28,-118.40019,34.2062
2022,278.25,-118.40019,34.2062
2022,278.16,-118.40019,34.2062
2022,278.11,-118.40019,34.2062
2022,278.1,-118.40019,34.2062
2022,278.06,-118.40019,34.2062
2022,278.55,-118.40019,34.2062
2022,278.71,-118.40019,34.2062
2022,278.84,-118.40019,34.2062
2022,280.58,-118.40019,34.2062
2022,281.1,-118.40019,34.2062
2022,281.53,-118.40019,34.2062
2022,281.92,-118.40019,34.2062
2022,282.38,-118.40019,34.2062
2022,282.81,-118.40019,34.2062
2022,283.2,-118.40019,34.2062
2022,283.56,-118.40019,34.2062
2022,283.88,-118.40019,34.2062
2022,284.14,-118.40019,34.2062
2022,284.44,-118.40019,34.2062
2022,284.72,-118.40019,34.2062
2022,284.97,-118.40019,34.2062
2022,285.23,-118.40019,34.2062
2022,285.48,-118.40019,34.2062
2022,285.7,-118.40019,34.2062
2022,285.9,-118.40019,34.2062
2022,286.06,-118.40019,34.2062
2022,286.24,-118.40019,34.2062
2022,286.44,-118.40019,34.2062
2022,286.6,-118.40019,34.2062
2022,286.81,-118.40019,34.2062
2022,286.97,-118.40019,34.2062
2022,287.1,-118.40019,34.2062
2022,287.22,-118.40019,34.2062
2022,287.37,-118.40019,34.2062
2022,287.48,-118.40019,34.2062
2022,287.59,-118.40019,34.2062
2022,287.71,-118.40019,34.2062
2022,287.82,-118.40019,34.2062
2022,287.97,-118.40019,34.2062
2022,288.1,-118.40019,34.2062
2022,288.21,-118.40019,34.2062
2022,288.31,-118.40019,34.2062
2022,288.41,-118.40019,34.2062
2022,288.51,-118.40019,34.2062
2022,288.59,-118.40019,34.2062
2022,288.63,-118.40019,34.2062
2022,288.72,-118.40019,34.2062
2022,288.85,-118.40019,34.2062
2022,288.95,-118.40019,34.2062
2022,289.04,-118.40019,34.2062
2022,289.12,-118.40019,34.2062
2022,289.22,-118.40019,34.2062
2022,289.3,-118.40019,34.2062
2022,289.4,-118.40019,34.2062
2022,289.46,-118.40019,34.2062
2022,289.52,-118.40019,34.2062
2022,289.56,-118.40019,34.2062
2022,289.57,-118.40019,34.2062
2022,289.59,-118.40019,34.2062
2022,289.6,-118.40019,34.2062
2022,289.68,-118.40019,34.2062
2022,289.65,-118.40019,34.2062
2022,289.39,-118.40019,34.2062
2022,289.15,-118.40019,34.2062
2022,288.99,-118.40019,34.2062
2022,288.83,-118.40019,34.2062
2022,288.69,-118.40019,34.2062
2022,288.58,-118.40019,34.2062
2022,288.44,-118.40019,34.2062
2022,288.38,-118.40019,34.2062
2022,288.34,-118.40019,34.2062
2022,288.29,-118.40019,34.2062
2022,288.26,-118.40019,34.2062
2022,288.2,-118.40019,34.2062
2022,288.57,-118.40019,34.2062
2022,288.78,-118.40019,34.2062
2022,289.11,-118.40019,34.2062
2022,289.25,-118.40019,34.2062
2022,289.41,-118.40019,34.2062
2022,289.54,-118.40019,34.2062
2022,289.64,-118.40019,34.2062
2022,289.72,-118.40019,34.2062
2022,289.82,-118.40019,34.2062
2022,289.92,-118.40019,34.2062
2022,289.96,-118.40019,34.2062
2022,289.99,-118.40019,34.2062
2022,290.11,-118.40019,34.2062
2022,290.23,-118.40019,34.2062
2022,289.98,-118.40019,34.2062
2022,289.78,-118.40019,34.2062
2022,289.61,-118.40019,34.2062
2022,289.55,-118.40019,34.2062
2022,289.48,-118.40019,34.2062
2022,289.44,-118.40019,34.2062
2022,289.43,-118.40019,34.2062
2022,289.38,-118.40019,34.2062
2022,289.37,-118.40019,34.2062
2022,288.62,-118.40019,34.2062
2022,287.98,-118.40019,34.2062
2022,288.19,-118.40019,34.2062
2022,288.43,-118.40019,34.2062
2022,288.5,-118.40019,34.2062
2022,288.47,-118.40019,34.2062
2022,288.68,-118.40019,34.2062
2022,288.76,-118.40019,34.2062
2022,288.88,-118.40019,34.2062
2022,288.91,-118.40019,34.2062
2022,289,-118.40019,34.2062
2022,289.03,-118.40019,34.2062
2022,289.08,-118.40019,34.2062
2022,289.13,-118.40019,34.2062
2022,289.18,-118.40019,34.2062
2022,289.19,-118.40019,34.2062
2022,289.27,-118.40019,34.2062
2022,289.28,-118.40019,34.2062
2022,289.29,-118.40019,34.2062
2022,289.31,-118.40019,34.2062
2022,288.6,-118.40019,34.2062
2022,288.12,-118.40019,34.2062
2022,287.72,-118.40019,34.2062
2022,287.4,-118.40019,34.2062
2022,287.11,-118.40019,34.2062
2022,286.88,-118.40019,34.2062
2022,286.7,-118.40019,34.2062
2022,286.48,-118.40019,34.2062
2022,286.29,-118.40019,34.2062
2022,286.16,-118.40019,34.2062
2022,286.03,-118.40019,34.2062
2022,285.87,-118.40019,34.2062
2022,285.73,-118.40019,34.2062
2022,285.63,-118.40019,34.2062
2022,285.53,-118.40019,34.2062
2022,286.25,-118.40019,34.2062
2022,286.65,-118.40019,34.2062
2022,287.24,-118.40019,34.2062
2022,287.45,-118.40019,34.2062
2022,287.61,-118.40019,34.2062
2022,287.73,-118.40019,34.2062
2022,287.81,-118.40019,34.2062
2022,287.9,-118.40019,34.2062
2022,288.03,-118.40019,34.2062
2022,288.17,-118.40019,34.2062
2022,288.32,-118.40019,34.2062
2022,288.39,-118.40019,34.2062
2022,288.45,-118.40019,34.2062
2022,288.66,-118.40019,34.2062
2022,288.74,-118.40019,34.2062
2022,288.16,-118.40019,34.2062
2022,287.69,-118.40019,34.2062
2022,287.35,-118.40019,34.2062
2022,287.08,-118.40019,34.2062
2022,286.84,-118.40019,34.2062
2022,286.59,-118.40019,34.2062
2022,286.38,-118.40019,34.2062
2022,286.23,-118.40019,34.2062
2022,286.13,-118.40019,34.2062
2022,286.02,-118.40019,34.2062
2022,285.86,-118.40019,34.2062
2022,285.75,-118.40019,34.2062
2022,286.42,-118.40019,34.2062
2022,286.85,-118.40019,34.2062
2022,287.15,-118.40019,34.2062
2022,287.34,-118.40019,34.2062
2022,287.57,-118.40019,34.2062
2022,287.79,-118.40019,34.2062
2022,288.01,-118.40019,34.2062
2022,287.42,-118.40019,34.2062
2022,287.05,-118.40019,34.2062
2022,286.69,-118.40019,34.2062
2022,286.41,-118.40019,34.2062
2022,286.15,-118.40019,34.2062
2022,285.96,-118.40019,34.2062
2022,285.8,-118.40019,34.2062
2022,285.58,-118.40019,34.2062
2022,285.32,-118.40019,34.2062
2022,285.13,-118.40019,34.2062
2022,284.95,-118.40019,34.2062
2022,284.84,-118.40019,34.2062
2022,284.74,-118.40019,34.2062
2022,284.58,-118.40019,34.2062
2022,284.38,-118.40019,34.2062
2022,284.2,-118.40019,34.2062
2022,284.05,-118.40019,34.2062
2022,283.91,-118.40019,34.2062
2022,283.82,-118.40019,34.2062
2022,283.66,-118.40019,34.2062
2022,283.81,-118.40019,34.2062
2022,284,-118.40019,34.2062
2022,284.25,-118.40019,34.2062
2022,284.33,-118.40019,34.2062
2022,284.4,-118.40019,34.2062
2022,284.52,-118.40019,34.2062
2022,284.65,-118.40019,34.2062
2022,284.81,-118.40019,34.2062
2022,284.96,-118.40019,34.2062
2022,285,-118.40019,34.2062
2023,285.07,-118.40019,34.2062
2023,285.25,-118.40019,34.2062
2023,285.33,-118.40019,34.2062
2023,285.4,-118.40019,34.2062
2023,285.43,-118.40019,34.2062
2023,285.48,-118.40019,34.2062
2023,285.28,-118.40019,34.2062
2023,285.04,-118.40019,34.2062
2023,284.88,-118.40019,34.2062
2023,284.75,-118.40019,34.2062
2023,284.65,-118.40019,34.2062
2023,284.5,-118.40019,34.2062
2023,284.37,-118.40019,34.2062
2023,284.18,-118.40019,34.2062
2023,284.06,-118.40019,34.2062
2023,283.99,-118.40019,34.2062
2023,283.93,-118.40019,34.2062
2023,283.8,-118.40019,34.2062
2023,283.58,-118.40019,34.2062
2023,283.37,-118.40019,34.2062
2023,283.22,-118.40019,34.2062
2023,283,-118.40019,34.2062
2023,282.89,-118.40019,34.2062
2023,282.83,-118.40019,34.2062
2023,282.66,-118.40019,34.2062
2023,282.53,-118.40019,34.2062
2023,282.36,-118.40019,34.2062
2023,282.22,-118.40019,34.2062
2023,282.18,-118.40019,34.2062
2023,282.13,-118.40019,34.2062
2023,282.06,-118.40019,34.2062
2023,281.92,-118.40019,34.2062
2023,281.79,-118.40019,34.2062
2023,281.59,-118.40019,34.2062
2023,281.46,-118.40019,34.2062
2023,281.36,-118.40019,34.2062
2023,281.25,-118.40019,34.2062
2023,281.16,-118.40019,34.2062
2023,281.05,-118.40019,34.2062
2023,280.93,-118.40019,34.2062
2023,280.88,-118.40019,34.2062
2023,280.77,-118.40019,34.2062
2023,280.75,-118.40019,34.2062
2023,280.72,-118.40019,34.2062
