ces_4_0_score,ces_4_0_percentile,ces_4_0_percentile_range,california_county,total_population,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_multiple_percent
11.58,16.79,15-20%,Orange ,3492,6.93,84.42,0,0,4.75,3.89
17.47,31.42,30-35%,Orange ,7090,24.84,47.35,2.55,0,19.31,5.95
19.84,37.13,35-40%,Orange ,8190,33.04,59.07,0,0.5,1.53,5.86
17.62,31.87,30-35%,Orange ,6022,18.62,73.95,1.05,0,3.64,2.76
37.97,72.09,70-75%,Orange ,9752,69.32,27.36,0.14,0.31,2.47,0.4
22.19,42.54,40-45%,Orange ,6723,32.1,60.63,0.36,0,4.72,2.2
11.25,16.02,15-20%,Orange ,5824,14.37,67.74,3.19,0,10.99,3.71
4.20,1.87,1-5% (lowest scores),Orange ,3156,7.22,82.29,0.7,0,5.74,4.06
5.37,3.63,1-5% (lowest scores),Orange ,3448,8.56,71.81,0.41,0,12.99,6.24
11.09,15.63,15-20%,Orange ,6011,34.72,49.44,1.45,0,10.45,3.94
7.36,7.41,5-10%,Orange ,4913,5.9,86.04,2.3,0,3.87,1.89
8.36,9.32,5-10%,Orange ,4465,11.06,84.57,0,0.72,1.86,1.79
6.86,6.53,5-10%,Orange ,3551,6.96,75.53,1.86,0,13.49,2.17
5.23,3.44,1-5% (lowest scores),Orange ,4781,12.65,63.5,2.7,0,11.55,9.6
13.27,21.15,20-25%,Orange ,5124,16.02,67.6,0.6,0,11.22,4.55
8.24,9.03,5-10%,Orange ,2526,9.14,74.94,0.08,0,11.17,4.67
7.49,7.63,5-10%,Orange ,4059,11.21,75.88,1.43,0,7.56,3.92
11.44,16.46,15-20%,Orange ,6489,34.63,51.83,1.02,0,9.86,2.67
8.82,10.25,10-15%,Orange ,6215,39.1,49.07,0,0,5.44,6.39
3.24,0.82,1-5% (lowest scores),Orange ,5318,12.45,73.75,0.38,0,10.57,2.86
6.54,5.84,5-10%,Orange ,4207,7.75,73.16,0.57,0,15.28,3.23
10.67,14.59,10-15%,Orange ,5453,14.58,56.67,1.93,0,14.85,11.98
10.91,15.24,15-20%,Orange ,6869,15.77,59.79,0.57,0,16.2,7.67
4.60,2.42,1-5% (lowest scores),Orange ,4201,6.02,78.48,0.67,0,10.24,4.59
5.26,3.47,1-5% (lowest scores),Orange ,3352,11.84,74.4,0.36,0,9.67,3.73
6.65,6.03,5-10%,Orange ,4603,9.02,78.91,3.8,0.37,4.13,3.78
11.72,17.15,15-20%,Orange ,3472,19.79,70.77,0.69,0,4.84,3.92
17.51,31.58,30-35%,Orange ,4220,8.15,30.33,0.45,0,54.97,6.09
12.69,19.64,15-20%,Orange ,6342,13.56,66.67,0,0,17.06,2.71
43.41,80.04,80-85%,Orange ,5452,21.61,50.04,1.67,0,22.38,4.31
33.82,65.57,65-70%,Orange ,5264,39.32,36.95,2.32,0,16.91,4.5
12.67,19.59,15-20%,Orange ,4110,14.5,71.78,0,0.17,11.56,2
21.31,40.60,40-45%,Orange ,4318,38.37,47.55,0.63,1.57,9.03,2.85
10.23,13.55,10-15%,Orange ,7893,7.3,43,1.34,0,43.78,4.57
20.89,39.80,35-40%,Orange ,21717,7.13,33.09,3.3,0.09,52.31,4.09
12.56,19.33,15-20%,Orange ,3434,11.12,46.36,0.38,0,35.09,7.05
11.50,16.62,15-20%,Orange ,23390,9.37,31.78,0.32,0,55.72,2.81
13.90,22.77,20-25%,Orange ,5447,8.67,40.76,0,0,47.37,3.21
23.01,44.52,40-45%,Orange ,8974,15.38,41.21,6.49,0,31.4,5.53
20.83,39.64,35-40%,Orange ,5905,23.39,50.53,2.74,0,17.22,6.11
18.18,33.13,30-35%,Orange ,4884,17.28,58.09,0.18,2.44,18.24,3.77
19.24,35.67,35-40%,Orange ,5925,19.24,56.61,3.61,0,17.61,2.94
16.84,30.03,30-35%,Orange ,20544,6.23,35.09,0.79,0.33,52.73,4.84
11.07,15.62,15-20%,Orange ,5662,9.77,57.88,2.49,0,24.23,5.63
5.85,4.41,1-5% (lowest scores),Orange ,6359,11.37,67.45,1.51,0,16.39,3.29
25.92,50.82,50-55%,Orange ,5951,28.03,47.94,0.97,0,17.93,5.13
17.83,32.32,30-35%,Orange ,5283,12.28,38.07,2.2,0,42.46,5
18.08,32.93,30-35%,Orange ,2561,9.61,51,2.3,0,31.75,5.35
14.13,23.39,20-25%,Orange ,6532,8.14,54.94,1.87,0,31.09,3.95
15.93,27.66,25-30%,Orange ,5728,10.04,58.55,1.43,0,28.63,1.34
14.42,24.09,20-25%,Orange ,5202,15.07,53.09,0,0.29,26.11,5.44
20.40,38.46,35-40%,Orange ,9253,7.98,40.44,0.76,0,44.53,6.3
26.80,52.63,50-55%,Orange ,10849,6.96,36.79,0.6,0,49.99,5.67
24.93,48.59,45-50%,Orange ,7589,9.14,54.16,1.19,0,31.44,4.07
21.30,40.56,40-45%,Orange ,4565,9.79,55.12,1.47,1.45,25.83,6.35
13.57,21.92,20-25%,Orange ,3665,14.05,51.76,0.33,0,26.08,7.78
19.84,37.12,35-40%,Orange ,5147,13.1,49.04,3.13,0,29.9,4.84
16.71,29.64,25-30%,Orange ,4222,11.96,39.18,0,0,44.13,4.74
21.34,40.68,40-45%,Orange ,4510,10.27,44.61,1.64,0,38.83,4.66
18.53,34.01,30-35%,Orange ,7988,23.51,35.37,5.21,0,32.42,3.49
15.51,26.73,25-30%,Orange ,19462,9.5,32.58,0.81,0,51.93,5.18
16.68,29.59,25-30%,Orange ,4794,18.27,39.36,0.92,0,34.52,6.93
12.01,17.99,15-20%,Orange ,8917,7.61,34.48,5.46,0,44.35,8.09
10.45,13.97,10-15%,Orange ,4059,19.41,37.99,0.99,0.32,39.42,1.87
11.35,16.24,15-20%,Orange ,15355,7.56,56.8,0.35,0.29,31.13,3.87
12.63,19.53,15-20%,Orange ,3028,12.09,80.42,2.48,0.4,3.63,0.99
21.72,41.58,40-45%,Orange ,10440,9.93,49.43,3.68,0,34.5,2.45
31.16,60.98,60-65%,Orange ,4963,16.74,28.29,7.72,0,44.77,2.48
15.85,27.46,25-30%,Orange ,8225,8.74,60.63,1.02,0,24.92,4.68
23.36,45.36,45-50%,Orange ,17197,24.44,34.79,1.45,0.17,33.68,5.48
6.09,4.89,1-5% (lowest scores),Orange ,3867,6.49,85.78,0.62,0,1.76,5.35
5.11,3.20,1-5% (lowest scores),Orange ,5053,6.95,82.72,1.29,0,4.27,4.77
14.83,25.13,25-30%,Orange ,12331,12.63,51.54,1.57,0,29.28,4.97
19.35,35.84,35-40%,Orange ,3868,7.89,71.04,0.36,0,19.03,1.68
18.26,33.37,30-35%,Orange ,3975,32.53,51.27,0.28,0,12.91,3.02
24.01,46.76,45-50%,Orange ,3167,18.38,30.6,1.96,0,47.52,1.55
23.42,45.41,45-50%,Orange ,3549,10.9,37.73,2.59,0,45.39,3.38
13.85,22.59,20-25%,Orange ,3812,10.86,41.42,1.89,2.54,38.7,4.59
6.40,5.52,5-10%,Orange ,2545,4.28,55.72,0.2,0,35.6,4.2
8.19,8.91,5-10%,Orange ,1739,14.15,56.24,2.19,0,23.63,3.8
4.87,2.86,1-5% (lowest scores),Orange ,3182,3.65,63.04,0,0.57,28.79,3.96
8.09,8.75,5-10%,Orange ,4089,8.63,82.44,0.73,0,2.86,5.33
3.85,1.30,1-5% (lowest scores),Orange ,6480,10.52,68.56,0.06,0.05,18.27,2.53
8.06,8.66,5-10%,Orange ,5121,13.38,65.42,2.17,0,14.59,4.45
5.10,3.19,1-5% (lowest scores),Orange ,4160,14.4,61.68,0.94,1.92,19.06,2
8.87,10.38,10-15%,Orange ,4067,26.6,51.83,3.49,0,12.12,5.95
11.80,17.31,15-20%,Orange ,5188,16.65,61.1,1.6,0,11.47,9.18
9.31,11.22,10-15%,Orange ,6737,18.42,52.89,3.12,0,22.02,3.56
8.53,9.68,5-10%,Orange ,7277,13.65,59.15,3.7,0,14.36,9.15
9.64,12.10,10-15%,Orange ,3741,16.47,63.22,4.95,0,11.76,3.61
10.57,14.33,10-15%,Orange ,5376,22.02,55.25,1.38,0,17.76,3.59
3.04,0.68,1-5% (lowest scores),Orange ,2834,5.61,89.63,0.39,0,2.93,1.45
6.54,5.85,5-10%,Orange ,7231,4.45,63.93,0,0.3,25.21,6.1
8.87,10.40,10-15%,Orange ,8487,8.85,82.08,0,0,7.97,1.11
6.03,4.74,1-5% (lowest scores),Orange ,6527,3.83,74.77,0.29,0,20.24,0.87
23.07,44.69,40-45%,Orange ,3433,6.99,69.18,2.91,0,19.17,1.75
26.41,51.69,50-55%,Orange ,4553,21.83,56.84,3.73,0.29,17.31,0
17.31,31.08,30-35%,Orange ,2640,4.17,72.95,0,0,19.32,3.56
12.69,19.65,15-20%,Orange ,3204,11.83,69.26,0,0,17.23,1.69
6.74,6.24,5-10%,Orange ,2764,6.69,87.74,2.93,0,1.63,1.01
5.90,4.50,1-5% (lowest scores),Orange ,4245,13.31,83.11,0,0,1.27,2.31
13.47,21.63,20-25%,Orange ,3888,8.59,86.19,1.67,0,1.82,1.72
8.29,9.10,5-10%,Orange ,1527,2.23,91.09,0,0,6.68,0
13.97,22.95,20-25%,Orange ,6718,6,82.55,2.46,0.4,6.36,2.23
6.73,6.22,5-10%,Orange ,1406,2.49,89.05,3.56,0,4.2,0.71
6.48,5.69,5-10%,Orange ,2519,1.91,97.42,0,0,0.67,0
19.17,35.59,35-40%,Orange ,6285,7.75,80.08,0,0,9.37,2.8
18.22,33.30,30-35%,Orange ,1093,1.46,87.28,0,0,11.25,0
6.95,6.66,5-10%,Orange ,1835,2.34,87.19,0,0,7.79,2.67
9.43,11.52,10-15%,Orange ,6275,7.14,81.66,2.28,0,5.53,3.39
18.64,34.33,30-35%,Orange ,3236,29.79,56.09,5.38,0.28,5.96,2.5
14.25,23.69,20-25%,Orange ,6971,15.41,75.44,0.17,0.04,3.64,5.29
11.36,16.28,15-20%,Orange ,2636,18.66,75.27,0.95,0.27,2.88,1.97
17.95,32.58,30-35%,Orange ,4016,18.6,72.36,1.1,0,4.93,3.01
20.94,39.88,35-40%,Orange ,3768,17.04,70.44,0.56,0,3.82,8.15
19.54,36.30,35-40%,Orange ,2946,12.8,82.38,1.53,0,2.58,0.71
14.65,24.65,20-25%,Orange ,4457,10.59,81.58,0.85,0,4.85,2.13
10.82,15.03,15-20%,Orange ,4906,4.79,86.4,0.33,0.22,5.63,2.63
17.54,31.68,30-35%,Orange ,6360,15.28,79.75,0,0,2.8,2.17
8.52,9.66,5-10%,Orange ,3835,26.23,62.32,4.54,0,4.82,2.09
16.39,28.74,25-30%,Orange ,6173,17.87,72.82,0.03,0.1,5.49,3.69
33.33,64.64,60-65%,Orange ,4070,49.21,40.91,0.37,0.79,4.72,4
45.06,82.07,80-85%,Orange ,5387,76.42,19.97,0.85,0,1.15,1.6
34.43,66.59,65-70%,Orange ,5930,74.01,16.9,1.13,0,5.89,2.07
31.89,62.23,60-65%,Orange ,6583,55.13,37.31,0.17,0,3.22,4.18
15.50,26.66,25-30%,Orange ,2857,22.47,65.52,1.3,0,7.25,3.47
13.93,22.82,20-25%,Orange ,4416,31.84,58.36,0.75,0.57,6.38,2.11
18.96,35.04,35-40%,Orange ,2615,20.76,69.52,0,0,7.38,2.33
20.31,38.28,35-40%,Orange ,3836,24.74,63.97,0,0,6.89,4.41
24.43,47.69,45-50%,Orange ,4910,25.32,55.13,3.58,0,7.54,8.43
25.70,50.33,50-55%,Orange ,6052,76.9,17.68,0.15,0.36,4.05,0.86
24.34,47.45,45-50%,Orange ,6745,22.98,55.52,2.8,0,15.79,2.91
22.20,42.56,40-45%,Orange ,4019,34.78,39.74,0.77,1.47,22.62,0.62
28.07,55.14,55-60%,Orange ,4492,43.92,37.24,1.07,0.38,14.91,2.47
8.87,10.36,10-15%,Orange ,4254,12.08,72.71,1.41,0,7.29,6.51
25.34,49.56,45-50%,Orange ,6334,50.14,38.68,0.98,0,7.61,2.59
17.95,32.54,30-35%,Orange ,8311,23.88,39.92,6.68,0.28,27.72,1.52
24.97,48.68,45-50%,Orange ,5725,26.48,45.28,4.31,0.17,19.07,4.68
48.50,86.16,85-90%,Orange ,4230,62.41,20.83,3.07,0,12.58,1.11
38.26,72.53,70-75%,Orange ,7765,62.64,17.39,0.63,0.36,15.79,3.19
40.31,75.50,75-80%,Orange ,7903,74.84,10.48,0.85,0.3,13.34,0.19
29.85,58.41,55-60%,Orange ,5778,66.06,17.86,4.53,0.4,9.64,1.51
31.30,61.18,60-65%,Orange ,6631,80.3,8.38,0.24,0,9.97,1.1
34.20,66.28,65-70%,Orange ,5021,93.53,2.85,0,0.36,2.63,0.64
40.40,75.69,75-80%,Orange ,6719,71.31,17.79,1.35,0,8.84,0.71
18.44,33.76,30-35%,Orange ,6671,36.89,34.24,1.44,0,22.55,4.89
45.04,82.03,80-85%,Orange ,4939,85.85,5.55,1.03,0,7.57,0
41.01,76.68,75-80%,Orange ,3358,82.82,4.73,0.18,0,12.12,0.15
28.82,56.62,55-60%,Orange ,3910,40.26,23.94,2.35,0.87,27.95,4.63
28.77,56.49,55-60%,Orange ,5523,62.72,13.18,0.54,0,23.56,0
44.26,81.18,80-85%,Orange ,9608,95.42,3.35,0,0.07,1.16,0
51.23,89.12,85-90%,Orange ,4051,92.82,4.25,0,0,2.22,0.72
43.81,80.56,80-85%,Orange ,6240,93.72,3.13,0,0.43,2.72,0
53.72,91.45,90-95%,Orange ,6662,89.21,7.18,0.89,0,2.09,0.65
55.01,92.54,90-95%,Orange ,3693,91.39,4.39,0.79,0,2.38,1.06
34.10,66.05,65-70%,Orange ,5648,82.84,11.38,1.13,0,3.75,0.89
38.64,73.10,70-75%,Orange ,6300,79.92,10.25,3.43,0,3.57,2.83
35.00,67.60,65-70%,Orange ,7241,89.15,1.26,0.33,0.44,8.69,0.14
50.05,87.93,85-90%,Orange ,5413,92.89,2.44,0,0,4.67,0
39.01,73.50,70-75%,Orange ,7602,92.49,5.41,0,0,1.36,0.74
45.09,82.14,80-85%,Orange ,8382,93.27,3.07,0.12,0,2.18,1.37
39.35,73.87,70-75%,Orange ,8184,91.87,1.96,0.06,0,5.27,0.84
37.32,71.10,70-75%,Orange ,6078,92.51,2.48,0.21,0,3.9,0.89
47.33,84.82,80-85%,Orange ,5767,91.99,1.65,1.73,0,4.63,0
40.45,75.76,75-80%,Orange ,6772,86.13,0.92,0.52,0,12.43,0
37.31,71.05,70-75%,Orange ,9166,73.9,3.52,0.86,0,20.27,1.44
41.31,77.09,75-80%,Orange ,5288,92.93,0.78,1.82,0,1.53,2.95
37.63,71.53,70-75%,Orange ,5205,92.32,0.69,2.63,0,4.36,0
49.88,87.73,85-90%,Orange ,9933,94.94,1.16,0,0.1,3.8,0
37.74,71.67,70-75%,Orange ,6221,97.6,1.38,0.05,0,0.96,0
51.89,89.90,85-90%,Orange ,8236,87.31,6.76,0.17,0,5.5,0.25
36.75,70.22,70-75%,Orange ,7500,95.52,2.96,0.27,0,0.59,0.67
45.46,82.53,80-85%,Orange ,5267,93.87,3.3,2.01,0,0.82,0
41.15,76.84,75-80%,Orange ,9934,74.21,17.73,1.39,0.37,5.29,1.01
46.86,84.23,80-85%,Orange ,6089,90.43,4.02,0,1.45,4.11,0
45.39,82.40,80-85%,Orange ,5592,92.97,2.16,0.32,0.57,3.97,0
25.84,50.72,50-55%,Orange ,5751,61.8,17.3,1.17,0,19.01,0.73
36.94,70.50,70-75%,Orange ,5137,81.97,11.95,0.8,0,4.81,0.47
31.06,60.78,60-65%,Orange ,3372,44.13,43.77,0.53,0.27,7.62,3.68
27.84,54.59,50-55%,Orange ,4258,54.32,36.92,1.81,0,3.88,3.08
37.41,71.23,70-75%,Orange ,8105,63.45,24.97,1.11,0.27,9.4,0.79
28.44,55.81,55-60%,Orange ,7202,48.85,29.51,10.71,0.28,9.8,0.86
26.65,52.37,50-55%,Orange ,3448,57.02,34.11,0.93,0,5.83,2.12
20.89,39.81,35-40%,Orange ,3857,30.52,54.73,0.36,0.26,9.72,4.41
20.77,39.44,35-40%,Orange ,3355,39.91,44.86,3.01,0.27,9.68,2.27
19.63,36.55,35-40%,Orange ,3636,32.4,46.86,2.31,0,15.87,2.56
23.75,46.09,45-50%,Orange ,5257,47.97,30.3,3.39,0,15.07,3.27
36.53,69.92,65-70%,Orange ,3866,55.85,15.73,8.98,0,16.19,3.26
27.02,53.06,50-55%,Orange ,5200,56.92,17.13,1.52,0.4,19.19,4.83
41.00,76.65,75-80%,Orange ,4192,74.19,11.33,2.31,0,11.19,0.98
33.17,64.42,60-65%,Orange ,21127,28.39,27.32,1.64,0,39.93,2.72
7.09,6.92,5-10%,Orange ,4120,19.71,70.02,0.12,1.6,7.74,0.8
10.62,14.46,10-15%,Orange ,7867,11.27,69.71,0,0,16.89,2.12
8.56,9.75,5-10%,Orange ,6113,10.89,63.83,2.01,0.47,16.49,6.3
4.75,2.63,1-5% (lowest scores),Orange ,5911,13.42,66.62,0,0,18.52,1.44
6.48,5.71,5-10%,Orange ,6381,13.52,47.06,0.14,0,36.23,3.04
17.88,32.44,30-35%,Orange ,7155,46.14,40.35,0.96,1.37,8.36,2.82
7.47,7.58,5-10%,Orange ,3809,17.04,68.08,0,0.32,11.82,2.76
8.36,9.30,5-10%,Orange ,4508,19.3,63.84,0.84,0.38,10.94,4.7
25.90,50.79,50-55%,Orange ,4147,46.66,49.48,0.36,0.27,2.31,0.92
25.72,50.38,50-55%,Orange ,6273,45.11,48.14,1.1,0,4.82,0.83
20.49,38.77,35-40%,Orange ,4163,43.55,50.85,0.24,0.36,4.59,0.41
7.14,7.03,5-10%,Orange ,3300,20,71.85,0,0.24,5.39,2.52
6.08,4.85,1-5% (lowest scores),Orange ,2822,12.65,70.45,0.39,0,13.86,2.66
5.99,4.60,1-5% (lowest scores),Orange ,3028,13.01,64.53,0.53,0,19.68,2.25
32.32,63.00,60-65%,Orange ,3344,55.35,31.16,0.15,0,11.66,1.67
25.32,49.50,45-50%,Orange ,6477,49.08,42.33,0.22,0,6.72,1.65
15.18,25.96,25-30%,Orange ,5060,23.74,53.62,1.84,0,16.19,4.62
9.49,11.69,10-15%,Orange ,2915,15.78,47.07,1.72,0,30.7,4.73
18.95,34.98,30-35%,Orange ,5545,42.74,44.96,6.2,0,4.43,1.66
27.51,53.96,50-55%,Orange ,3630,43.97,38.24,3.86,0.39,10.91,2.64
22.22,42.59,40-45%,Orange ,4011,37.52,51.78,0.42,0,7.51,2.77
23.32,45.21,45-50%,Orange ,7308,43.27,47.41,1.83,0.25,6.16,1.08
36.57,69.98,65-70%,Orange ,9150,54,30.46,2.17,0,12.71,0.66
31.52,61.54,60-65%,Orange ,9594,37.94,38.11,3.94,0,15.51,4.5
33.35,64.66,60-65%,Orange ,8492,50.66,26.11,5.91,0.38,15.16,1.79
30.22,59.14,55-60%,Orange ,9563,63.47,12.69,1.53,0,22.14,0.17
19.87,37.19,35-40%,Orange ,7619,29.31,44.39,1.19,0,23.97,1.14
25.62,50.18,50-55%,Orange ,6159,46,42.62,2.31,0.5,6.95,1.62
40.73,76.24,75-80%,Orange ,4639,79.8,9.48,0.8,2.22,6.4,1.29
22.84,44.02,40-45%,Orange ,7424,38.2,45.08,0.94,1.01,10.43,4.34
18.94,34.96,30-35%,Orange ,4692,37.62,54.07,0.19,0,5.97,2.15
31.74,61.94,60-65%,Orange ,5412,34.81,49.7,1.24,0,12.22,2.03
42.36,78.53,75-80%,Orange ,7075,71.36,15.66,1.81,0,10.75,0.41
27.14,53.32,50-55%,Orange ,7535,26.29,31.11,1.67,0,38.55,2.38
37.80,71.76,70-75%,Orange ,4864,53.7,29.75,1.99,0,12.79,1.77
32.88,63.80,60-65%,Orange ,4266,45.17,32.54,1.03,0,21.1,0.16
39.09,73.61,70-75%,Orange ,4773,58.87,20.47,1.45,0.61,13.68,4.92
42.85,79.25,75-80%,Orange ,6071,71.45,16.06,0.35,0.16,10.79,1.19
49.94,87.80,85-90%,Orange ,6350,82.06,8.98,0.16,0,8.02,0.79
37.05,70.69,70-75%,Orange ,7658,76.42,11.9,1.33,0,9.75,0.6
45.77,82.98,80-85%,Orange ,4189,62.19,19.38,3.63,0,11.48,3.32
49.72,87.57,85-90%,Orange ,6379,66.41,19.47,0.41,0.3,11.94,1.47
48.77,86.46,85-90%,Orange ,4254,79.55,17.58,0.49,0,1.55,0.82
61.40,96.36,95-100% (highest scores),Orange ,6318,94.38,4.34,0.19,0,0.7,0.4
51.65,89.61,85-90%,Orange ,9185,81.68,7.21,3.21,0,7.11,0.79
40.10,75.10,75-80%,Orange ,6447,66.91,17.43,2.11,0,11.28,2.26
43.85,80.61,80-85%,Orange ,9054,52.31,17.96,0.61,0,28.22,0.91
62.78,97.00,95-100% (highest scores),Orange ,8069,70.55,13,3.06,1.55,9.74,2.09
31.32,61.21,60-65%,Orange ,3878,42.11,26.74,3.51,0,24.66,2.99
53.91,91.57,90-95%,Orange ,5874,57.59,17.89,2.93,0,20.69,0.9
42.17,78.27,75-80%,Orange ,8751,41.52,26.39,3.47,0,27.18,1.45
39.60,74.28,70-75%,Orange ,8270,51.45,17.78,2.91,0,25.4,2.45
28.53,55.93,55-60%,Orange ,5624,30.67,33.13,3.88,0,30.76,1.56
34.82,67.28,65-70%,Orange ,7128,56.21,17.69,8.32,0,17.04,0.73
30.81,60.31,60-65%,Orange ,5272,51.27,14.62,10.19,0,20.56,3.36
32.36,63.11,60-65%,Orange ,7887,47.04,22.84,4.59,0.38,23.4,1.76
28.96,56.85,55-60%,Orange ,4741,41.76,25.29,4.98,0,26.62,1.35
49.82,87.64,85-90%,Orange ,7084,66.36,12.11,6.75,2.08,10.88,1.82
35.08,67.70,65-70%,Orange ,8986,43.45,23.88,2.19,0.11,29.62,0.76
43.91,80.70,80-85%,Orange ,4614,50.13,23.8,0.52,0,23.45,2.1
41.01,76.66,75-80%,Orange ,4819,66.78,18.49,2.32,0,11.85,0.56
40.50,75.87,75-80%,Orange ,7725,61.15,24.71,3.26,0,9.97,0.91
48.25,85.82,85-90%,Orange ,10714,71.92,14.8,0.92,0,11.14,1.2
45.95,83.18,80-85%,Orange ,4946,46.4,21.25,1.56,0.02,27.74,3.03
56.78,93.77,90-95%,Orange ,3701,87.33,7.38,0.19,0,4.52,0.59
47.80,85.25,85-90%,Orange ,3891,90.39,5.83,0.8,0,2.98,0
63.76,97.39,95-100% (highest scores),Orange ,5627,85.8,9.01,0.85,0,4.34,0
36.09,69.33,65-70%,Orange ,6011,63.78,20.4,1.18,0,12.64,2
48.83,86.56,85-90%,Orange ,7286,85.23,3.88,0.54,0.54,9.4,0.41
36.66,70.07,70-75%,Orange ,4913,66.58,14.98,2.36,0,12.15,3.93
34.68,67.06,65-70%,Orange ,5348,55.2,22.87,0.99,0,19.04,1.91
33.40,64.79,60-65%,Orange ,8007,58.95,16.59,5.08,0,18.06,1.32
27.84,54.58,50-55%,Orange ,5901,39.98,26,2.71,0,28.37,2.95
33.94,65.72,65-70%,Orange ,6222,51.46,18.84,0.88,0.19,27.6,1.03
24.68,48.12,45-50%,Orange ,5411,37.55,25.49,1.52,0.41,30.72,4.32
37.61,71.48,70-75%,Orange ,5195,48.87,21.46,2.69,0,25.24,1.73
37.25,70.90,70-75%,Orange ,7163,45.96,20.03,0.7,0,31.66,1.65
54.29,91.89,90-95%,Orange ,5902,58.25,7.91,0.95,0,30.85,2.03
38.09,72.29,70-75%,Orange ,7494,55.22,17.49,5.04,0,21.13,1.12
39.68,74.45,70-75%,Orange ,6654,65.51,14.02,1.64,0,14.29,4.54
50.18,88.05,85-90%,Orange ,4030,32.7,17.34,0.74,0,47.42,1.79
40.23,75.35,75-80%,Orange ,5408,49.39,7.1,0.83,3.29,38.65,0.74
31.81,62.07,60-65%,Orange ,4527,22.66,20.28,0.62,0,52.16,4.29
24.25,47.26,45-50%,Orange ,4157,26.65,22.06,0,0,50.78,0.51
50.66,88.54,85-90%,Orange ,2285,38.51,30.59,7.22,0,18.38,5.3
31.86,62.13,60-65%,Orange ,4743,42.91,23.45,1.14,2.38,28.59,1.54
24.69,48.15,45-50%,Orange ,4793,34.36,17.48,1,0,44.96,2.19
32.22,62.78,60-65%,Orange ,5008,36.34,18.89,0.5,0,43.01,1.26
25.29,49.43,45-50%,Orange ,5977,21.13,14.3,0.05,0.1,63.21,1.2
27.07,53.21,50-55%,Orange ,4082,43.85,22.91,1,0,32.07,0.17
20.44,38.51,35-40%,Orange ,3286,26.6,33.29,2.98,0,35.42,1.7
26.55,52.09,50-55%,Orange ,5530,31.23,17.78,0,3.47,45.46,2.06
32.16,62.71,60-65%,Orange ,6566,44.64,20.36,0.11,0,34.44,0.46
24.58,47.91,45-50%,Orange ,6040,25.94,29.29,0.96,0.26,42.77,0.78
29.76,58.21,55-60%,Orange ,5393,42.41,20.73,1.04,0.24,33.56,2.02
39.80,74.67,70-75%,Orange ,4700,47.02,18.83,0.21,0,32.38,1.55
30.49,59.63,55-60%,Orange ,6923,51.81,15.9,1.03,0,29.9,1.36
36.00,69.14,65-70%,Orange ,6883,52.27,13.45,0.41,0.1,31.62,2.15
32.37,63.12,60-65%,Orange ,5598,61.15,9.99,0,0,27.67,1.2
37.79,71.73,70-75%,Orange ,6742,31.12,20.47,0.22,0,45.55,2.64
39.81,74.70,70-75%,Orange ,4488,36.92,20.14,0.94,0.89,39.75,1.36
24.95,48.63,45-50%,Orange ,5935,33.36,11.2,1.16,0,52.49,1.79
32.40,63.19,60-65%,Orange ,6243,33.67,9.48,0.98,0.29,53.8,1.78
38.59,73.02,70-75%,Orange ,7689,21.16,15.61,4.68,0.47,55.89,2.2
40.92,76.50,75-80%,Orange ,4984,28.67,13.76,0.04,0,55.28,2.25
28.80,56.57,55-60%,Orange ,7018,10.44,12.5,1.48,0.36,72.84,2.38
41.59,77.45,75-80%,Orange ,5019,32.06,4.02,0.2,1.49,61.67,0.56
38.00,72.16,70-75%,Orange ,8826,27.99,8.77,0,0,61.6,1.64
26.80,52.62,50-55%,Orange ,5684,6.93,13.14,0,0,79.19,0.74
30.27,59.24,55-60%,Orange ,4657,7.04,8.85,3.31,0,80.05,0.75
43.33,79.95,75-80%,Orange ,7077,37.15,3.15,0,0,59.21,0.49
51.62,89.55,85-90%,Orange ,3856,58.09,3.16,0.41,0.52,37.27,0.54
45.16,82.20,80-85%,Orange ,6883,50.3,6.51,0,0,42.1,1.09
36.04,69.20,65-70%,Orange ,6686,51.06,15.57,1.27,0.15,31.21,0.73
36.03,69.19,65-70%,Orange ,6434,80.6,2.55,0.59,0.23,15.9,0.12
43.86,80.62,80-85%,Orange ,6889,90.38,1.47,0,0,8.16,0
46.32,83.65,80-85%,Orange ,4226,72.46,7.81,0.09,0,19.19,0.45
29.91,58.48,55-60%,Orange ,5664,48.36,12.04,0,0,39.11,0.49
30.50,59.66,55-60%,Orange ,8826,53.44,8.7,0.48,0,34.78,2.59
25.21,49.19,45-50%,Orange ,6215,25.47,12.79,0.23,0,59.74,1.77
28.46,55.84,55-60%,Orange ,4582,13.33,13.73,2.25,0,67.37,3.32
24.56,47.89,45-50%,Orange ,5524,33.36,41.06,1.96,0.81,15.45,7.35
16.71,29.65,25-30%,Orange ,3825,12.6,69.62,0.34,0,14.54,2.9
17.21,30.80,30-35%,Orange ,5074,25.5,52.5,0.85,0.97,14.06,6.13
13.99,23.03,20-25%,Orange ,4658,19.54,59.73,0.71,0,16.85,3.18
11.05,15.57,15-20%,Orange ,2454,8.8,76.69,1.79,0,9.9,2.81
16.11,28.19,25-30%,Orange ,5770,9.83,71.94,3.59,0.76,9.41,4.47
26.67,52.40,50-55%,Orange ,5346,16.65,17.71,0.41,0.21,62.5,2.53
