chemical,date,latitude,longitude,measurement,units
Alkalinity as CaCO3,1964-05-12,34.0101,-117.5941,174,MG/L
Alkalinity as CaCO3,1977-07-11,34.0355,-117.5941,87,MG/L
Alkalinity as CaCO3,1962-07-25,33.9921,-117.5854,392,MG/L
Nitrate as N,1966-06-09,34.0789,-117.6948,12,MG/L
Alkalinity as CaCO3,1965-09-02,34.0789,-117.6948,156,MG/L
Alkalinity as CaCO3,1970-03-04,34.0752,-117.6249,135,MG/L
Alkalinity as CaCO3,1951-07-13,34.0282,-117.079,210,MG/L
Nitrate as N,1964-03-31,34.0934,-117.6423,2,MG/L
Alkalinity as CaCO3,1975-11-02,34.0101,-116.9655,167,MG/L
Alkalinity as CaCO3,1965-09-29,34.0137,-117.0615,172,MG/L
Alkalinity as CaCO3,1953-12-10,34.0861,-117.6992,120,MG/L
Nitrate as N,1977-08-30,34.7753,-117.307,0,MG/L
Alkalinity as CaCO3,1972-10-31,34.4822,-116.9214,167,MG/L
Nitrate as N,1974-05-16,34.4747,-116.9039,0.79,MG/L
Nitrate as N,1970-05-21,34.6169,-117.5809,0,MG/L
Alkalinity as CaCO3,1959-07-10,34.6169,-117.5809,70,MG/L
Nitrate as N,1957-05-14,34.568600000000004,-115.7042,2.28,MG/L
Nitrate as N,1955-12-09,34.5114,-116.9084,0.2,MG/L
Nitrate as N,1971-02-08,34.4381,-117.0314,0.81,MG/L
Nitrate as N,1965-03-03,34.4658,-116.9092,0.56,MG/L
Alkalinity as CaCO3,1962-06-08,34.4622,-117.1539,98,MG/L
Alkalinity as CaCO3,1966-04-11,34.4453,-116.8384,101,MG/L
Nitrate as N,1965-10-06,34.4217,-116.6109,2,MG/L
Alkalinity as CaCO3,1970-05-20,34.4642,-116.9303,158,MG/L
Nitrate as N,1964-10-29,33.9703,-117.6468,2,MG/L
Nitrate as N,1966-08-16,33.9558,-117.6598,7,MG/L
Alkalinity as CaCO3,1968-11-20,33.9558,-117.638,195,MG/L
Nitrate as N,1971-07-30,34.0029,-117.6861,4.3,MG/L
Alkalinity as CaCO3,1961-11-02,34.4936,-117.1887,90,MG/L
Nitrate as N,1971-03-22,34.5294,-117.3187,0.5,MG/L
Alkalinity as CaCO3,1957-06-10,33.9667,-117.6861,165,MG/L
Alkalinity as CaCO3,1959-08-12,33.9667,-117.6861,294,MG/L
Alkalinity as CaCO3,1966-04-07,34.5039,-116.8778,18,MG/L
Nitrate as N,1967-05-08,34.5042,-116.9211,0.56,MG/L
Alkalinity as CaCO3,1966-08-17,33.9558,-117.638,195,MG/L
Nitrate as N,1971-02-08,34.4622,-117.1539,0.38,MG/L
Alkalinity as CaCO3,1960-01-22,34.4662,-117.2362,124,MG/L
Nitrate as N,1968-04-02,34.4155,-117.2188,2.7,MG/L
Alkalinity as CaCO3,1965-01-04,34.3033,-117.3148,89,MG/L
Nitrate as N,1972-05-01,34.8997,-117.0425,2.1,MG/L
Alkalinity as CaCO3,1965-05-25,34.8983,-117.1384,135,MG/L
Nitrate as N,1961-12-20,34.8705,-116.9286,0.56,MG/L
Alkalinity as CaCO3,1961-05-12,35.2917,-115.228,208,MG/L
Nitrate as N,1970-06-05,34.8882,-116.7969,0.54,MG/L
Nitrate as N,1965-03-30,34.8405,-116.7331,1.1,MG/L
Nitrate as N,1962-06-14,35.7699,-115.9195,1,MG/L
Alkalinity as CaCO3,1964-03-24,34.9022,-117.0434,166,MG/L
Alkalinity as CaCO3,1964-05-05,35.7699,-115.9195,226,MG/L
Alkalinity as CaCO3,1975-04-29,34.8048,-116.5992,230,MG/L
Alkalinity as CaCO3,1968-02-13,34.7747,-117.3148,374,MG/L
Nitrate as N,1967-09-06,34.7747,-117.3148,2.5,MG/L
Alkalinity as CaCO3,1968-02-15,34.9014,-116.8311,164,MG/L
Nitrate as N,1975-09-02,34.655,-117.3434,1.2,MG/L
Nitrate as N,1952-07-16,34.8803,-117.1692,2.1,MG/L
Alkalinity as CaCO3,1973-01-08,34.6242,-117.4292,92,MG/L
Alkalinity as CaCO3,1963-07-30,34.8558,-116.6167,190,MG/L
Nitrate as N,1966-06-16,34.7336,-117.3306,1.7,MG/L
Alkalinity as CaCO3,1972-08-13,34.7336,-117.3306,303,MG/L
Alkalinity as CaCO3,1978-04-25,34.8991,-116.8321,146,MG/L
Nitrate as N,1962-06-07,34.8253,-115.1775,3.4,MG/L
Nitrate as N,1964-01-29,34.5075,-117.3981,0.36,MG/L
Nitrate as N,1977-08-31,34.8714,-116.8378,3.6,MG/L
Alkalinity as CaCO3,1958-05-23,34.5183,-115.5005,112,MG/L
Alkalinity as CaCO3,1973-11-15,34.8556,-116.8584,89,MG/L
Nitrate as N,1969-02-27,34.5756,-117.1914,0.2,MG/L
Alkalinity as CaCO3,1975-09-02,34.5758,-117.3292,183,MG/L
Nitrate as N,1972-02-23,33.222,-117.3436,0.0045,MG/L
Nitrate as N,1961-10-03,33.2473,-117.2992,0.63,MG/L
Alkalinity as CaCO3,1959-11-12,33.2436,-117.3814,244,MG/L
Nitrate as N,1952-11-18,33.2323,-117.4042,1.4,MG/L
Nitrate as N,1919-12-07,35.1398,-116.1005,0.2,MG/L
Alkalinity as CaCO3,1917-09-08,35.681,-116.42,373,MG/L
Alkalinity as CaCO3,1957-12-05,34.844,-117.1586,143,MG/L
Nitrate as N,1954-09-02,33.2753,-116.6909,0.54,MG/L
Alkalinity as CaCO3,1957-06-26,33.2698,-116.6439,215,MG/L
Nitrate as N,1960-11-02,33.3384,-117.1361,0,MG/L
Nitrate as N,1965-10-25,33.2325,-117.34,0.5,MG/L
Alkalinity as CaCO3,1954-08-10,33.2331,-117.3172,262,MG/L
Alkalinity as CaCO3,1972-05-25,33.3009,-117.352,152,MG/L
Nitrate as N,1968-09-17,33.3009,-117.352,0.61,MG/L
Nitrate as N,1954-07-22,34.9125,-116.9973,0.5,MG/L
Nitrate as N,1961-06-01,34.9066,-114.6415,0.59,MG/L
Alkalinity as CaCO3,1956-04-30,33.3884,-117.5437,197,MG/L
Alkalinity as CaCO3,1973-11-15,34.9095,-116.9902,223,MG/L
Alkalinity as CaCO3,1932-07-06,34.9455,-117.1517,172,MG/L
Alkalinity as CaCO3,1964-11-24,33.3211,-117.1525,435,MG/L
Nitrate as N,1953-08-11,32.5567,-117.0958,0.88,MG/L
Alkalinity as CaCO3,1970-06-08,32.6148,-116.5971,190,MG/L
Alkalinity as CaCO3,1960-11-15,32.5458,-117.1128,194,MG/L
Alkalinity as CaCO3,1987-04-21,33.1414,-117.282,294,MG/L
Nitrate as N,1963-09-10,32.5929,-117.0702,0.43,MG/L
Alkalinity as CaCO3,1958-03-27,33.0863,-117.0177,308,MG/L
Alkalinity as CaCO3,1956-08-28,33.0827,-116.9692,228,MG/L
Alkalinity as CaCO3,1956-03-27,33.0899,-116.9515,158,MG/L
Nitrate as N,1965-03-04,32.9771,-117.2007,4.1,MG/L
Nitrate as N,1953-01-09,33.22,-117.3431,0,MG/L
Alkalinity as CaCO3,1964-03-06,32.9734,-117.2355,470,MG/L
Nitrate as N,1962-08-31,32.9662,-117.2268,0.5,MG/L
Nitrate as N,1962-08-15,32.9043,-117.2094,0.84,MG/L
Alkalinity as CaCO3,1968-06-20,32.8788,-116.9225,220,MG/L
Nitrate as N,1964-03-11,32.9662,-117.2355,0.56,MG/L
Alkalinity as CaCO3,1960-09-06,32.9334,-117.2398,263,MG/L
Nitrate as N,1962-04-24,33.0208,-116.9312,12,MG/L
Alkalinity as CaCO3,1968-04-11,33.0354,-117.0703,300,MG/L
Alkalinity as CaCO3,1954-07-26,33.2253,-117.3389,212,MG/L
Alkalinity as CaCO3,1957-03-26,33.1157,-117.044,199,MG/L
Alkalinity as CaCO3,1963-03-08,32.7126,-116.7633,230,MG/L
Alkalinity as CaCO3,1957-09-17,32.8205,-117.1485,354,MG/L
Mercury,1988-05-17,32.8607,-116.6138,0,UG/L
Alkalinity as CaCO3,1951-04-10,32.8061,-116.9355,165,MG/L
Nitrate as N,1960-04-11,32.8061,-116.9529,16,MG/L
Nitrate as N,1958-11-16,32.8025,-116.979,5,MG/L
Nitrate as N,1951-04-23,32.817,-116.9355,21,MG/L
Alkalinity as CaCO3,1958-07-23,32.8569,-116.9442,160,MG/L
Alkalinity as CaCO3,1968-06-21,32.8315,-116.9877,320,MG/L
Nitrate as N,1969-09-15,33.0717,-116.5791,0.05,MG/L
Alkalinity as CaCO3,1974-10-02,37.9338,-121.3101,135,MG/L
Alkalinity as CaCO3,1986-11-14,37.9482,-121.223,113,MG/L
Alkalinity as CaCO3,1975-01-22,37.9302,-121.2185,118,MG/L
Lead,1986-06-05,37.9049,-121.2551,0,UG/L
Alkalinity as CaCO3,1978-10-13,37.8543,-121.548,12,MG/L
Alkalinity as CaCO3,1954-07-26,37.8579,-121.3375,112,MG/L
Nitrate as N,1957-09-19,37.8254,-121.2826,0.29,MG/L
Nitrate as N,1959-08-13,37.8755,-121.2519,5.6,MG/L
Nitrate as N,1978-04-05,37.941,-121.4153,1.9,MG/L
Nitrate as N,1961-10-24,32.553,-117.0958,6.1,MG/L
Alkalinity as CaCO3,1956-07-25,37.7821,-121.5342,201,MG/L
Alkalinity as CaCO3,1958-07-17,37.7387,-121.4107,162,MG/L
Nitrate as N,1959-04-14,37.7532,-121.4519,1,MG/L
Nitrate as N,1958-09-03,37.7074,-121.4869,2.7,MG/L
Alkalinity as CaCO3,1977-06-06,37.988,-121.3009,192,MG/L
Nitrate as N,1976-03-22,37.9807,-121.3146,0,MG/L
Nitrate as N,1959-04-23,38.053,-121.2963,0.56,MG/L
Alkalinity as CaCO3,2006-09-13,38.0358,-121.2791,169,MG/L
Nitrate as N,1979-05-02,37.943,-121.3349,0,MG/L
Arsenic,1979-05-10,37.8201,-121.0361,0,UG/L
Nitrate as N,1970-03-20,35.3806,-120.8549,2.5,MG/L
Nitrate as N,1954-07-14,37.7279,-121.223,0.79,MG/L
Alkalinity as CaCO3,1953-08-11,37.7699,-121.1381,135,MG/L
Nitrate as N,1979-05-17,37.7351,-121.2002,5.2,MG/L
Alkalinity as CaCO3,1954-07-28,38.0566,-121.4565,308,MG/L
Alkalinity as CaCO3,1960-08-18,38.0722,-120.9811,90,MG/L
Nitrate as N,1959-04-22,37.6845,-121.4519,10,MG/L
Alkalinity as CaCO3,1954-07-14,37.6231,-121.4015,180,MG/L
Alkalinity as CaCO3,1969-06-10,37.668,-121.3266,249,MG/L
Alkalinity as CaCO3,1960-09-07,37.7676,-121.3375,224,MG/L
Nitrate as N,1959-06-17,37.7893,-121.2185,0.56,MG/L
Nitrate as N,1975-10-23,37.8832,-121.3009,1,MG/L
Alkalinity as CaCO3,1974-11-08,37.7423,-121.3421,98,MG/L
Nitrate as N,1968-10-15,35.4508,-120.9367,3.05,MG/L
Nitrate as N,1962-02-02,35.4508,-120.9056,3.8,MG/L
Alkalinity as CaCO3,1961-01-20,35.4348,-120.8862,338,MG/L
Alkalinity as CaCO3,1967-06-06,35.4059,-120.8639,371,MG/L
Nitrate as N,1967-06-06,35.3661,-120.8414,2.7,MG/L
Nitrate as N,1954-06-07,35.6295,-120.4422,3.93,MG/L
Alkalinity as CaCO3,1963-09-25,35.5857,-120.3041,238,MG/L
Nitrate as N,1962-08-21,35.0745,-120.5723,11,MG/L
Alkalinity as CaCO3,1967-06-09,35.739,-120.9056,286,MG/L
Alkalinity as CaCO3,1967-06-06,35.717,-120.6962,249,MG/L
Nitrate as N,1964-10-01,35.7208,-120.6917,1,MG/L
Alkalinity as CaCO3,1961-08-05,38.2083,-121.4427,255,MG/L
Alkalinity as CaCO3,1981-10-27,38.165,-121.429,275,MG/L
Nitrate as N,1961-09-27,35.67461,-121.2843,5.6,MG/L
Nitrate as N,1978-05-24,38.1982,-121.0453,1.9,MG/L
Alkalinity as CaCO3,1970-11-12,35.6917,-120.3353,261,MG/L
Alkalinity as CaCO3,1960-04-05,34.613,-120.3315,288,MG/L
Alkalinity as CaCO3,1972-03-10,34.9624,-120.4406,195,MG/L
Alkalinity as CaCO3,1963-12-20,34.4758,-119.9063,376,MG/L
Alkalinity as CaCO3,1963-10-25,34.4886,-120.0746,275,MG/L
Nitrate as N,1967-11-14,34.5344,-120.1788,0.1,MG/L
Nitrate as N,1961-11-01,34.6205,-120.0204,0.56,MG/L
Nitrate as N,1963-10-14,34.6036,-120.2813,2.7,MG/L
Nitrate as N,1962-06-14,34.978,-120.6218,0,MG/L
Nitrate as N,1968-06-14,35.2542,-120.645,4.11,MG/L
Alkalinity as CaCO3,1967-03-08,35.0322,-120.6235,185,MG/L
Alkalinity as CaCO3,1963-04-25,34.9366,-119.526,105,MG/L
Alkalinity as CaCO3,1960-07-06,34.9366,-119.526,110,MG/L
Alkalinity as CaCO3,1958-05-26,34.9392,-119.5469,156,MG/L
Nitrate as N,1965-06-10,34.4036,-119.4676,2,MG/L
Alkalinity as CaCO3,1966-01-19,35.115,-120.6274,263,MG/L
Alkalinity as CaCO3,1965-10-15,34.6755,-120.3947,43,MG/L
Alkalinity as CaCO3,1965-05-28,35.115,-120.6274,215,MG/L
Nitrate as N,1963-07-29,34.4275,-119.8137,0,MG/L
Alkalinity as CaCO3,1963-06-13,35.2687,-119.8905,170,MG/L
Alkalinity as CaCO3,1959-07-28,35.2434,-120.6406,213,MG/L
Nitrate as N,1958-05-06,34.405,-119.5293,0.75,MG/L
Nitrate as N,1966-01-17,35.1314,-120.6374,0.2,MG/L
Alkalinity as CaCO3,1970-09-14,34.4036,-119.4676,238,MG/L
Nitrate as N,1951-07-17,37.3955,-121.8728,2,MG/L
Alkalinity as CaCO3,1976-02-25,37.3124,-121.9688,169,MG/L
Alkalinity as CaCO3,1960-10-13,34.9464,-120.4354,228,MG/L
Alkalinity as CaCO3,1969-10-23,34.9689,-120.4727,226,MG/L
Alkalinity as CaCO3,1971-03-29,34.94,-120.5013,281,MG/L
Nitrate as N,1959-06-10,34.9255,-120.4552,3.4,MG/L
Alkalinity as CaCO3,1959-12-08,34.8697,-120.3752,198,MG/L
Nitrate as N,1967-05-19,34.8516,-120.3815,4.7,MG/L
Nitrate as N,1964-05-07,34.8716,-120.4579,2.7,MG/L
Alkalinity as CaCO3,1959-12-08,34.8644,-120.4027,192,MG/L
Alkalinity as CaCO3,1961-10-04,34.9575,-119.6576,140,MG/L
Alkalinity as CaCO3,1958-05-07,34.9452,-120.5794,286,MG/L
Alkalinity as CaCO3,1949-06-24,37.4208,-121.9643,331,MG/L
Alkalinity as CaCO3,1970-03-30,34.6725,-120.5468,358,MG/L
Alkalinity as CaCO3,1949-06-24,37.4171,-121.9643,385,MG/L
Alkalinity as CaCO3,1960-09-22,37.3774,-121.9735,111,MG/L
Nitrate as N,1954-08-18,37.428,-122.0833,0.2,MG/L
Nitrate as N,1974-10-22,34.6403,-120.4442,11,MG/L
Alkalinity as CaCO3,1963-07-18,34.938,-120.5964,196,MG/L
Alkalinity as CaCO3,1983-07-07,37.4497,-121.9003,363,MG/L
Nitrate as N,1963-11-06,34.6736,-120.5618,0,MG/L
Alkalinity as CaCO3,1973-05-21,34.6683,-120.5285,305,MG/L
Alkalinity as CaCO3,1971-09-13,34.9484,-120.6007,195,MG/L
Alkalinity as CaCO3,1961-03-10,34.7631,-120.4106,176,MG/L
Alkalinity as CaCO3,1965-09-28,34.8612,-119.5136,196,MG/L
Nitrate as N,1972-09-13,37.4677,-122.1518,0.75,MG/L
Alkalinity as CaCO3,1953-09-29,34.6651,-120.4698,283,MG/L
Nitrate as N,1967-10-11,34.6651,-120.4698,1,MG/L
Alkalinity as CaCO3,1981-06-01,37.078,-122.1336,144,MG/L
Nitrate as N,1972-08-08,36.9734,-121.5306,1,MG/L
Nitrate as N,1959-07-13,40.4865,-122.2719,0.88,MG/L
Alkalinity as CaCO3,1988-02-22,37.3124,-121.8773,293,MG/L
Nitrate as N,1975-01-15,37.3593,-122.0741,8.6,MG/L
Alkalinity as CaCO3,1978-07-10,37.2148,-121.7356,214,MG/L
Nitrate as N,1978-07-12,37.1429,-121.6439,0.43,MG/L
Lead,1988-03-09,37.3088,-121.9186,0,UG/L
Alkalinity as CaCO3,1973-08-07,37.1069,-121.6439,239,MG/L
Lead,1976-01-31,37.3088,-121.9186,0,UG/L
Nitrate as N,1975-05-29,37.2907,-121.9369,0.7,MG/L
Nitrate as N,1984-12-04,37.3377,-121.8041,0.19,MG/L
Nitrate as N,1978-07-21,37.0816,-121.5941,6.6,MG/L
Nitrate as N,1977-01-22,37.3413,-121.8499,3.6,MG/L
Nitrate as N,1963-06-27,36.9662,-121.5351,8.6,MG/L
Mercury,1977-01-23,37.2546,-121.8499,0,UG/L
Arsenic,1988-08-17,37.3449,-121.8773,0,UG/L
Nitrate as N,1965-09-23,37.2437,-121.8865,0.88,MG/L
Alkalinity as CaCO3,1987-08-05,37.3304,-121.8728,243,MG/L
Nitrate as N,1974-07-09,38.1903,-122.1336,3.4,MG/L
Alkalinity as CaCO3,1985-07-10,41.9582,-122.0338,96,MG/L
Alkalinity as CaCO3,1977-02-03,38.4432,-121.827,277,MG/L
Arsenic,1991-08-08,41.7946,-122.47,0,UG/L
Alkalinity as CaCO3,1963-06-06,38.5118,-121.8362,299,MG/L
Arsenic,1980-09-23,38.2119,-121.6578,0,UG/L
Alkalinity as CaCO3,1964-06-22,41.9754,-121.9786,197,MG/L
Arsenic,1966-04-27,41.8675,-121.9469,0,UG/L
Alkalinity as CaCO3,1966-05-24,41.9754,-121.9786,194,MG/L
Nitrate as N,1958-08-28,41.9038,-121.9397,3.6,MG/L
Arsenic,1958-05-24,41.0523,-121.4026,0,UG/L
Nitrate as N,1976-06-02,40.5084,-122.2295,2,MG/L
Nitrate as N,1959-07-14,40.5737,-122.3435,0.02,MG/L
Nitrate as N,1979-08-07,40.5628,-122.296,0.07,MG/L
Lead,1979-10-02,40.5556,-122.2676,0,UG/L
Arsenic,2006-12-14,40.5482,-122.3101,0.74,UG/L
Nitrate as N,1958-05-07,41.7323,-122.5651,0.27,MG/L
bicarbonate HCO3,2007-09-25,41.7218,-122.592,238,MG/L
Nitrate as N,1968-08-21,41.8529,-122.0289,0.86,MG/L
Alkalinity as CaCO3,1983-07-28,41.539,-122.3886,119,MG/L
Alkalinity as CaCO3,1968-07-24,39.685,-120.2432,96,MG/L
Alkalinity as CaCO3,1957-09-26,40.5847,-122.2203,146,MG/L
Arsenic,1961-09-07,41.0233,-121.4407,0,UG/L
Nitrate as N,1971-03-24,36.8617,-121.8071,0,MG/L
Nitrate as N,1967-07-12,40.4538,-122.3096,0.79,MG/L
Alkalinity as CaCO3,1958-05-23,41.0414,-121.3835,78,MG/L
Lead,2012-09-11,39.6438,-120.0074,0.044,UG/L
Alkalinity as CaCO3,1967-07-13,37.3834,-121.1343,168,MG/L
Alkalinity as CaCO3,1980-04-17,38.9205,-121.6028,150,MG/L
Alkalinity as CaCO3,2009-08-04,39.1708,-121.70062,110,MG/L
Arsenic,2011-03-09,38.82323,-121.60763,12,UG/L
Alkalinity as CaCO3,1990-08-21,37.311,-121.0785,257,MG/L
Alkalinity as CaCO3,1977-07-12,39.0979,-121.6719,366,MG/L
Arsenic,1983-03-23,38.4504,-121.827,0,UG/L
Alkalinity as CaCO3,1973-07-27,38.3601,-122.6689,229,MG/L
Nitrate as N,1975-06-03,38.3791,-122.5172,0.02,MG/L
Alkalinity as CaCO3,1987-07-07,38.3456,-121.9048,290,MG/L
Nitrate as N,1957-04-18,37.4739,-121.1343,3.6,MG/L
Nitrate as N,1953-05-07,37.6691,-121.0107,1.4,MG/L
Alkalinity as CaCO3,1951-12-27,37.6316,-121.0044,138,MG/L
Alkalinity as CaCO3,1959-08-13,37.5725,-121.2,195,MG/L
Alkalinity as CaCO3,1990-08-22,37.5544,-121.2458,169,MG/L
Alkalinity as CaCO3,1954-06-24,37.6616,-121.0791,238,MG/L
Alkalinity as CaCO3,1965-02-10,37.6339,-121.2138,160,MG/L
Lead,1980-08-21,38.5118,-122.8794,0,UG/L
Alkalinity as CaCO3,1981-04-15,38.5913,-122.8657,170,MG/L
Nitrate as N,1963-06-26,37.6777,-121.1447,5,MG/L
Alkalinity as CaCO3,1983-08-10,38.7107,-122.9078,104,MG/L
Alkalinity as CaCO3,1982-09-28,38.3384,-122.6964,140,MG/L
Lead,2015-12-10,39.819167,-122.158889,1.22,UG/L
Arsenic,1960-07-13,39.8849,-122.1005,0,UG/L
bicarbonate HCO3,2009-08-26,39.9624,-121.9947,71,MG/L
Nitrate as N,1962-06-15,40.1264,-122.3076,0.59,MG/L
Alkalinity as CaCO3,1962-06-14,39.8277,-122.1864,145,MG/L
Arsenic,2014-02-12,40.291519,-122.274331,3.96,UG/L
Alkalinity as CaCO3,1985-06-04,40.2029,-122.1855,123,MG/L
Nitrate as N,2002-09-03,40.192,-122.195,7.59,MG/L
Lead,1978-01-18,36.3061,-119.3237,10,UG/L
Alkalinity as CaCO3,2022-06-17,40.0919,-122.0866,164,MG/L
Nitrate as N,1959-08-01,40.0937,-122.185,0.56,MG/L
Mercury,2000-11-21,40.1884,-122.1761,0,UG/L
Nitrate as N,1967-06-02,39.9355,-122.4401,0.32,MG/L
Lead,2006-12-06,39.9349,-122.2336,0.133,UG/L
Alkalinity as CaCO3,1987-08-01,40.2246,-122.2563,102,MG/L
Nitrate as N,1960-04-05,34.1621,-119.2234,0.1,MG/L
Alkalinity as CaCO3,1967-03-02,34.1272,-119.1029,76,MG/L
Nitrate as N,1968-05-20,38.0902,-120.1278,1,MG/L
Nitrate as N,1952-11-10,36.0472,-119.2059,0,MG/L
Mercury,1987-01-13,36.268,-119.1009,0,UG/L
Alkalinity as CaCO3,1946-09-27,36.219,-119.1345,123,MG/L
Nitrate as N,1946-05-17,36.1969,-119.1315,5.9,MG/L
Nitrate as N,1966-07-27,36.1605,-119.0993,16,MG/L
Nitrate as N,1954-06-27,34.1658,-119.0662,0.97,MG/L
Alkalinity as CaCO3,1982-06-29,34.1694,-119.123,235,MG/L
Alkalinity as CaCO3,1977-06-29,34.144,-119.0881,148,MG/L
Alkalinity as CaCO3,1934-01-13,34.1404,-119.1011,203,MG/L
Nitrate as N,1965-05-05,34.1189,-119.1051,0,MG/L
Nitrate as N,1953-08-25,34.202,-119.1754,4.2,MG/L
Nitrate as N,1958-09-19,34.202,-119.1929,1.2,MG/L
Arsenic,1987-05-05,35.7963,-119.292,0,UG/L
Alkalinity as CaCO3,1957-07-26,34.1831,-118.9093,291,MG/L
Alkalinity as CaCO3,1980-08-08,35.8756,-119.4847,157,MG/L
Alkalinity as CaCO3,1973-02-25,36.357,-119.2426,104,MG/L
Alkalinity as CaCO3,1964-11-20,34.1585,-119.1623,200,MG/L
Nitrate as N,1956-07-24,34.2852,-119.1491,0.34,MG/L
Mercury,1978-06-21,34.2816,-119.1491,0,UG/L
Alkalinity as CaCO3,1956-11-27,34.1606,-119.132,216,MG/L
Nitrate as N,1956-06-08,34.1621,-119.1885,0.34,MG/L
Alkalinity as CaCO3,1989-08-24,34.1042,-118.9571,276,MG/L
Nitrate as N,1957-07-08,34.2672,-118.66,0.1,MG/L
Alkalinity as CaCO3,1972-11-13,34.1642,-119.2282,200,MG/L
Nitrate as N,1959-08-17,34.1911,-119.2322,0.32,MG/L
Alkalinity as CaCO3,1959-02-05,34.144,-119.1666,212,MG/L
Alkalinity as CaCO3,1964-10-09,34.1404,-119.1666,198,MG/L
Alkalinity as CaCO3,1963-06-05,34.1469,-119.1871,155,MG/L
Nitrate as N,1964-09-16,34.1469,-119.1871,0,MG/L
Nitrate as N,1957-03-29,34.144,-119.1841,0,MG/L
Alkalinity as CaCO3,1965-10-27,34.2333,-119.0195,247,MG/L
Nitrate as N,1961-07-11,34.1476,-119.1317,0.1,MG/L
Alkalinity as CaCO3,1952-07-29,34.2744,-118.7867,303,MG/L
Alkalinity as CaCO3,1961-12-18,34.1585,-119.1885,195,MG/L
Nitrate as N,1955-04-07,34.278,-118.7343,4.81,MG/L
Nitrate as N,1934-05-21,34.278,-118.8871,2,MG/L
Alkalinity as CaCO3,1964-08-18,34.1585,-119.1666,207,MG/L
Alkalinity as CaCO3,1964-12-22,34.1542,-119.1684,206,MG/L
Nitrate as N,1960-12-07,34.1513,-119.1798,0.34,MG/L
Alkalinity as CaCO3,1959-09-16,34.2888,-118.9003,167,MG/L
Alkalinity as CaCO3,1985-11-06,34.2569,-118.992,240,MG/L
Alkalinity as CaCO3,1969-05-16,34.1476,-119.1841,214,MG/L
Alkalinity as CaCO3,1947-03-31,34.1476,-119.2015,208,MG/L
Nitrate as N,1972-03-06,34.2428,-119.1501,2.9,MG/L
Alkalinity as CaCO3,1952-05-26,34.4011,-118.8347,204,MG/L
Alkalinity as CaCO3,1960-11-02,34.3612,-119.1491,517,MG/L
Alkalinity as CaCO3,1962-10-18,34.3757,-119.3064,228,MG/L
Alkalinity as CaCO3,1967-03-23,34.2439,-119.1526,203,MG/L
Nitrate as N,1952-08-13,34.22,-119.1535,2.7,MG/L
Alkalinity as CaCO3,1962-05-18,34.2536,-119.2584,270,MG/L
Nitrate as N,1965-05-13,34.2192,-119.2382,0.5,MG/L
Nitrate as N,1951-01-11,34.2382,-119.031,0.2,MG/L
Alkalinity as CaCO3,1940-01-04,34.2418,-119.0925,236,MG/L
Alkalinity as CaCO3,1956-08-01,34.2237,-119.2059,246,MG/L
Alkalinity as CaCO3,1970-11-30,34.2472,-119.1518,221,MG/L
Nitrate as N,1954-11-03,34.2428,-119.1501,2.91,MG/L
Alkalinity as CaCO3,1968-03-27,34.2418,-119.2147,162,MG/L
Alkalinity as CaCO3,1976-04-27,34.2563,-119.1973,235,MG/L
Nitrate as N,1975-04-18,34.2386,-119.1882,9.9,MG/L
Alkalinity as CaCO3,1969-11-18,34.3793,-119.0051,262,MG/L
Alkalinity as CaCO3,1971-11-29,34.2472,-119.1518,256,MG/L
Alkalinity as CaCO3,1963-06-19,34.2486,-119.1537,224,MG/L
Nitrate as N,1973-06-15,34.2492,-119.1565,2,MG/L
Alkalinity as CaCO3,1972-11-27,34.2486,-119.1565,226,MG/L
Nitrate as N,1977-06-14,34.2164,-119.1666,5.9,MG/L
Alkalinity as CaCO3,1954-07-09,34.3503,-119.0706,282,MG/L
Alkalinity as CaCO3,1961-10-10,34.3494,-119.0687,210,MG/L
Alkalinity as CaCO3,1964-12-10,34.3156,-118.8993,85,MG/L
Nitrate as N,1936-11-16,34.3648,-118.9395,6.1,MG/L
Alkalinity as CaCO3,1959-07-16,34.2997,-119.0138,336,MG/L
Alkalinity as CaCO3,2006-03-22,39.0618,-121.5791,93,MG/L
bicarbonate HCO3,2011-06-29,38.884722,-121.966389,305,MG/L
Arsenic,1976-08-12,39.0182,-121.4916,0,UG/L
Arsenic,1981-08-11,38.725,-121.7721,0,UG/L
Alkalinity as CaCO3,1964-08-04,38.7578,-122.0429,237,MG/L
Nitrate as N,2005-08-09,38.8334,-121.8334,0,MG/L
Nitrate as N,1959-08-07,38.6852,-121.7355,0.32,MG/L
Mercury,2006-10-20,39.0174,-121.463,0,UG/L
bicarbonate HCO3,2006-10-20,39.0174,-121.463,100,MG/L
Alkalinity as CaCO3,1974-09-12,34.7777,-119.0496,295,MG/L
Nitrate as N,1965-10-06,34.3392,-119.0832,0.2,MG/L
Lead,1975-05-14,34.3323,-119.1055,0,UG/L
Nitrate as N,1954-07-08,34.4662,-119.2584,1.6,MG/L
Nitrate as N,1952-09-05,34.3251,-119.1317,11,MG/L
Arsenic,1972-05-17,34.3938,-119.3152,0,UG/L
Alkalinity as CaCO3,1957-09-24,34.4554,-118.7517,633,MG/L
Nitrate as N,2005-09-13,38.869,-121.7525,0,MG/L
Nitrate as N,1956-12-20,34.4517,-119.2278,0,MG/L
