Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score, CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6019002800,4435,Fresno ,93703,Fresno,-119.7453702,36.7577993,61.55,96.43,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.72939957,97.08,0.289,75.20,733.95,84.39,76.54,86.12,0.00,0.00,1347.933309,70.66,1749.336808,82.86,0,0.00,9,43.85,0.1,16.64,0,0.00,0,0.00,52.44,6.40,76.61,108.47,94.64,7.86,95.87,16.4,73.62,49.5,96.29,32.2,96.62,77.4,99.08,14.8,96.72,38.1,97.85,92.68,9.61,99.62
6037432801,2797,Los Angeles,91731,El Monte,-118.0467069,34.0769216,61.55,96.42,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.057,75.12,11.89284869,72.93,0.653,94.47,765.09,86.75,64.04,71.63,0.28,33.72,2054.732646,79.94,1992.596036,86.94,23.25,84.70,120.35,97.59,0.47,67.04,3,33.16,2.5,59.18,72.90,8.90,99.17,64.3,73.59,4.28,33.12,14.56,63.83,44.2,92.99,52.7,99.61,54.6,86.68,3,17.11,27.5,85.96,66.66,6.91,75.39
6107004200,5934,Tulare ,93256,Pixley,-119.2918483,35.9647863,61.52,96.41,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.09601855,94.14,0.059,21.39,1013.22,99.54,72.38,81.85,851.98,88.31,74.52619903,21.04,253.7564485,6.10,14,73.37,135.25,97.94,0.5,69.40,3,33.16,14.5,95.69,65.87,8.04,96.42,40.71,42.56,4.83,47.59,16.4,73.62,58.8,99.04,57.8,99.77,69.9,97.31,14.8,96.72,22.3,71.57,73.74,7.65,84.97
6037532303,4599,Los Angeles,90040,Commerce,-118.1463431,34.0003294,61.50,96.39,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,57.06,12.22974497,88.91,0.692,95.18,416.25,47.81,69.97,79.12,0.00,0.00,3341.733317,86.12,1620.983049,80.51,51.7,96.23,96.05,96.38,5.665,98.15,7,66.74,9.55,89.87,74.38,9.08,99.43,52.04,58.96,4.36,35.04,17.15,76.81,42.5,91.80,11.9,68.40,32.6,58.02,8,75.38,23.1,74.52,65.28,6.77,73.39
6019004404,3152,Fresno ,93650,Fresno,-119.792414,36.8444241,61.50,96.38,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.57935178,96.12,0.257,71.14,860.21,96.65,61.68,68.15,0.00,0.00,1270.100993,69.70,1429.167229,76.26,17.4,78.33,17.3,63.71,0.6,74.73,2,23.88,2.5,59.18,66.70,8.14,96.88,106.39,94.33,5.17,56.88,15.99,71.49,15.6,56.73,9.3,58.95,61.3,92.51,10,86.19,19.9,62.42,72.80,7.55,83.77
6037240900,6736,Los Angeles,90059,Los Angeles,-118.2606543,33.9346821,61.49,96.37,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.09235616,83.90,0.155,52.51,804.34,93.89,84.71,93.16,0.00,0.00,8013.369953,96.24,923.6548731,53.20,0,0.00,4,26.17,0,0.00,7,66.74,5.6,77.75,53.46,6.53,79.08,108.79,94.68,9.04,98.74,21.37,91.92,41.9,91.33,19.7,86.13,57.9,90.05,7,67.48,37.3,97.54,90.81,9.42,99.33
6059086502,6318,Orange ,92801,Anaheim,-117.9100305,33.8476162,61.40,96.36,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,51.90,12.10066494,84.49,0.539,91.19,471.41,57.13,83.63,92.39,0.00,0.00,6513.423503,94.72,3203.622314,96.75,22.6,84.29,15,59.60,5.46,98.07,0,0.00,4.9,73.10,68.38,8.35,97.65,54.31,62.20,5.19,57.39,13.25,55.53,54.6,98.17,26.9,93.90,58.9,90.87,5,44.35,29.5,89.70,70.89,7.35,81.18
6019001304,5383,Fresno ,93702,Fresno,-119.7455349,36.7250147,61.39,96.34,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.94682843,97.85,0.045,15.93,733.95,84.39,51.69,53.85,2.54,49.31,4333.051402,90.60,459.6789104,17.99,3.15,31.75,30,79.69,0.3,50.14,0,0.00,1,35.72,54.36,6.64,81.03,112.4,95.16,7.11,90.89,19.54,85.90,47.9,95.29,23.8,91.22,63.6,94.07,7.1,68.40,29.3,89.38,89.16,9.25,98.85
6071005600,6727,San Bernardino,92410,San Bernardino,-117.2922119,34.1173182,61.37,96.33,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.073,100.00,11.3526759,58.53,0.387,84.02,404.58,44.11,94.47,99.27,0.00,0.00,660.919642,57.04,1136.073315,65.84,13.5,72.40,0,0.00,0.21,37.68,1,12.45,2,52.90,54.10,6.61,80.51,100.17,92.65,6.38,81.88,23.66,96.37,47.4,94.96,15.3,78.05,70.5,97.53,7.9,74.74,41,98.94,89.57,9.29,98.95
6071005500,9180,San Bernardino,92405,San Bernardino,-117.2905586,34.124986,61.33,96.32,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.073,100.00,11.30150545,57.88,0.286,74.88,404.58,44.11,90.87,97.40,0.00,0.00,688.4919943,57.84,973.7088486,56.30,12,68.94,14,56.13,0.26,44.73,1,12.45,1,35.72,55.23,6.74,82.87,95.94,91.54,6.27,79.91,17.53,78.44,48.2,95.42,16.7,80.85,80.4,99.54,10.4,87.69,35.8,96.73,87.67,9.09,98.25
6019001800,4837,Fresno ,93706,Unincorporated Fresno County area,-119.8121471,36.65561,61.28,96.31,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.059,79.99,13.13795795,94.30,0.093,34.98,936.07,98.53,64.95,72.82,1671.72,91.97,1766.128647,76.54,178.0834685,3.39,24,85.63,21.8,70.65,5.26,97.95,0,0.00,10.7,92.00,69.12,8.44,98.02,103.52,93.41,5.95,74.22,16.73,74.95,25.1,73.42,10.3,63.04,46.4,77.99,6.3,60.57,11.5,20.63,70.00,7.26,80.16
6077002401,5328,San Joaquin,95206,Stockton,-121.2897337,37.9290303,61.16,96.29,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,11.31087395,58.01,0.409,85.35,389.85,41.55,78.53,87.96,0.00,0.00,522.5033366,52.44,1219.929615,69.41,5.95,44.81,44.3,88.01,0.35,56.40,11,86.96,3,63.67,59.47,7.26,90.18,102.09,93.18,4.47,37.88,20.24,88.11,43.3,92.33,15.8,79.00,57.4,89.51,12.5,93.30,31.5,92.64,81.21,8.42,93.73
6073004900,5505,San Diego,92113,San Diego,-117.138677,32.7018526,61.14,96.28,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,10.32175868,51.24,0.651,94.42,312.86,28.99,70.54,79.85,0.00,0.00,934.3960164,62.67,537.2402406,23.74,14.8,74.51,47.55,89.41,5.68,98.16,19,98.07,8.3,87.15,60.72,7.41,91.81,100.3,92.68,4.9,49.62,15.08,66.65,47.3,94.93,17.6,82.47,68.3,96.72,8.4,77.76,33.3,94.83,79.50,8.25,92.10
6037570204,4201,Los Angeles,90805,Long Beach,-118.1556129,33.8716329,61.03,96.27,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,32.15,11.99002053,77.67,0.402,84.98,339.04,34.73,84.93,93.33,0.16,29.55,6674.423421,94.92,982.2408098,56.71,7,50.32,88.8,95.93,2.39,94.20,0,0.00,2.5,59.18,61.98,7.57,93.22,78.42,84.41,6.7,86.54,17.31,77.60,25.1,73.42,10.9,65.19,42.5,72.74,8.4,77.76,23,74.04,77.74,8.06,89.93
6037541606,2348,Los Angeles,90221,Compton,-118.218295,33.8997715,61.02,96.26,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.10598268,84.97,0.387,84.03,459.74,55.31,91.74,97.95,0.00,0.00,16189.24707,99.14,785.4332063,43.13,1.3,19.22,25.4,75.20,3.07,96.28,0,0.00,4,70.42,58.61,7.16,88.94,95.67,91.50,5.01,52.54,24.68,97.53,47.8,95.25,10.5,63.69,56.7,88.81,9,81.69,29.7,90.00,82.21,8.53,94.69
6001408800,7149,Alameda ,94621,Oakland,-122.1969422,37.7588039,61.01,96.24,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.031,3.83,8.834295471,33.65,0.321,78.43,110.41,4.21,93.49,98.94,0.00,0.00,673.3439941,57.40,722.3796788,38.10,35.6,90.43,96.75,96.41,0.705,78.52,11,86.96,8.25,87.10,55.51,6.78,83.30,194.4,99.68,8.95,98.65,21.04,90.47,43,92.22,6.2,44.36,65.1,95.00,8.7,79.72,23.3,75.11,86.77,9.00,97.74
6037531101,4851,Los Angeles,90063,East Los Angeles,-118.1885025,34.0360915,60.98,96.23,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.15909476,87.32,0.579,92.37,678.37,75.13,95.54,99.56,0.00,0.00,2405.523275,82.06,1555.237454,79.19,7.2,50.77,1.5,10.64,2.16,93.20,0,0.00,3,63.67,62.49,7.63,93.67,56.8,65.19,5.02,52.85,16.64,74.36,50.5,96.71,23.9,91.28,48.4,80.11,14.8,96.72,27,84.87,77.04,7.99,89.18
6037220100,2415,Los Angeles,90016,Los Angeles,-118.3651555,34.0251238,60.95,96.22,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,42.56,11.91465003,73.79,0.089,33.47,787.94,92.53,87.39,95.05,0.12,27.28,2119.680969,80.33,1361.779481,74.13,4.65,41.19,21.05,69.63,1.06,85.86,7,66.74,1,35.72,63.20,7.72,94.42,99.57,92.49,8.28,97.51,16.87,75.52,25.6,74.34,16.3,80.01,40.1,69.35,2.5,10.66,26.8,84.46,76.13,7.90,88.20
6037531702,5163,Los Angeles,90022,East Los Angeles,-118.1597749,34.0158731,60.92,96.21,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.27012997,89.40,0.765,96.32,673.50,74.20,91.80,98.00,0.00,0.00,3119.406657,85.28,1842.854967,84.64,1.7,21.09,6,35.02,0.485,68.06,0,0.00,0,0.00,57.24,6.99,86.55,72.44,80.22,6.49,83.50,16.96,75.90,44.5,93.23,29.2,95.29,40.8,70.34,10.4,87.69,33,94.47,84.04,8.72,95.99
6037237102,3407,Los Angeles,90044,Los Angeles,-118.2837235,33.9857553,60.89,96.19,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,11.97286678,77.04,0.752,96.09,787.94,92.53,89.38,96.27,0.00,0.00,3710.23999,87.82,4052.921203,98.85,16.6,77.44,10.5,48.48,0.185,31.38,0,0.00,0,0.00,59.33,7.24,89.93,74.12,81.34,5.05,53.85,16.15,72.22,50.6,96.77,17.9,83.11,62.8,93.56,NA,NA,38.9,98.19,81.02,8.40,93.55
6037231100,3474,Los Angeles,90007,Los Angeles,-118.2765579,34.0152478,60.76,96.18,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,42.56,12.08083341,83.11,1.036,98.34,787.94,92.53,90.20,96.82,0.00,0.00,2714.563355,83.57,1945.209817,86.14,18.15,79.81,0,0.00,0.255,43.65,0,0.00,4,70.42,61.52,7.51,92.73,41.22,43.58,7.12,90.94,11.42,41.40,46.4,94.47,36.8,98.06,80.8,99.57,NA,NA,36.6,97.20,77.98,8.09,90.27
6037302505,4376,Los Angeles,91205,Glendale,-118.253081,34.1273036,60.76,96.17,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.052,66.81,11.80374462,69.81,0.271,73.29,685.63,76.05,66.30,74.45,0.00,0.00,1597.805318,74.56,989.4093939,57.25,37,92.29,47.55,89.41,0.54,71.69,6,58.69,1.9,44.31,64.78,7.91,95.69,43.54,46.92,5.45,63.32,14.91,65.79,25.8,74.65,35.9,97.82,57.1,89.28,10,86.19,42.1,99.20,74.05,7.68,85.41
6037535606,2007,Los Angeles,90280,South Gate,-118.2252846,33.9476557,60.76,96.15,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,12.06544894,82.34,0.505,90.08,671.72,74.00,97.02,99.94,0.00,0.00,6239.450154,94.31,1143.072256,66.09,62.85,97.56,15,59.60,1.06,85.86,0,0.00,0.5,22.08,63.24,7.72,94.47,52.53,59.56,5.26,59.19,18.39,82.29,49.1,96.04,28.4,94.87,52.2,84.40,7.7,73.41,23.2,74.79,75.86,7.87,87.83
6013365002,5590,Contra Costa,94801,North Richmond,-122.3843954,37.9594657,60.68,96.14,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.032,6.38,9.145972972,39.93,0.198,61.69,110.41,4.21,71.65,80.97,0.09,25.52,1790.486654,76.88,595.5620602,28.09,89.25,99.03,39.25,85.62,13.925,99.77,12,90.13,17.95,97.39,58.44,7.13,88.64,142.68,98.57,6.85,88.40,16.39,73.47,43.5,92.52,27.3,94.14,44.7,75.72,4.8,41.84,25.5,81.52,81.98,8.50,94.47
6037533901,6320,Los Angeles,90201,Bell Gardens,-118.1555455,33.9740105,60.67,96.13,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.047,50.54,12.00080859,78.23,0.365,82.36,514.70,61.91,89.27,96.18,20.53,66.10,4151.783325,90.00,781.7199888,42.86,26.4,87.08,15,59.60,0.85,82.54,7,66.74,0.5,22.08,68.55,8.37,97.75,46.84,51.78,4.12,29.46,20.19,87.96,48.4,95.67,15.3,78.05,59.1,91.04,6.1,58.36,32.3,93.59,69.87,7.25,79.93
6107003100,3515,Tulare ,93274,Unincorporated Tulare County area,-119.4402943,36.1358963,60.67,96.12,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.28373456,94.76,0.081,30.32,870.23,96.93,69.16,77.95,194.66,80.45,165.7136994,31.08,354.300637,11.31,0,0.00,175.7,98.84,0.87,82.91,4,43.78,6,79.95,62.65,7.65,93.81,65.46,74.80,5.8,71.03,19.94,87.23,43.4,92.41,33.8,97.17,67.6,96.43,5.3,48.26,15.6,41.86,76.46,7.93,88.57
6059110500,8677,Orange ,90620,Buena Park,-118.0150263,33.8646765,60.66,96.10,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,11.97049735,76.91,0.442,87.08,422.17,48.63,75.69,85.36,0.00,0.00,3406.163371,86.41,1839.069924,84.50,31.35,89.31,29,78.70,1.155,87.29,7,66.74,11,92.81,70.65,8.63,98.71,50.52,57.27,5.38,61.71,12.21,47.62,33.1,83.57,21.3,88.14,54.7,86.86,6,57.25,26.8,84.46,67.80,7.03,77.04
6037207103,2393,Los Angeles,90012,Los Angeles,-118.2392725,34.0644824,60.63,96.09,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.87564539,93.25,0.774,96.44,787.94,92.53,52.98,55.75,0.00,0.00,1892.784322,78.06,1546.351247,79.00,12.85,70.62,30.3,79.96,2.575,94.89,8,72.15,0,0.00,67.18,8.20,97.06,30.75,26.33,6.19,78.86,10.73,35.90,44.6,93.36,50.8,99.49,61.9,92.94,14,95.72,34.8,95.97,71.26,7.39,81.76
6037224600,3385,Los Angeles,90007,Los Angeles,-118.2718023,34.0222989,60.62,96.08,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.08083341,83.11,0.866,97.32,787.94,92.53,90.28,96.90,0.00,0.00,2558.013306,82.80,1977.772749,86.71,24.9,86.04,0,0.00,0.36,57.46,0,0.00,0,0.00,58.26,7.11,88.36,53.6,60.94,7.28,92.35,17.37,77.82,59,99.14,28.3,94.79,67.6,96.43,5.6,52.52,32.2,93.46,82.15,8.52,94.64
6071001501,4218,San Bernardino,91764,Ontario,-117.6409852,34.0672615,60.61,96.07,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.76963427,97.34,0.437,86.86,796.65,93.27,90.47,97.03,0.00,8.59,941.9386801,62.80,406.3482261,14.61,2.05,25.68,9,43.85,0.475,67.56,0,0.00,3,63.67,58.81,7.18,89.26,63.38,72.72,6.83,88.09,20.59,89.19,36.8,87.13,23.6,90.92,46.6,78.20,7,67.48,22.8,73.41,81.38,8.44,93.90
6037532002,3360,Los Angeles,90640,Montebello,-118.1174056,34.0035288,60.58,96.05,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.050,60.93,12.19858018,88.29,0.263,72.16,300.57,24.04,73.01,82.50,0.00,0.00,3195.440023,85.56,889.239027,50.74,5,42.61,15.5,60.43,1.745,91.75,2,23.88,10.35,91.52,59.36,7.25,90.03,57.34,66.03,6.88,88.72,17.79,79.89,38.5,88.76,16.5,80.39,56.4,88.53,7.6,72.53,26.8,84.46,80.57,8.36,93.08
6037127102,5779,Los Angeles,91405,Los Angeles,-118.4445253,34.2060073,60.57,96.04,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,11.6846695,65.79,0.607,93.14,726.64,83.13,62.56,69.28,0.00,0.00,807.2599689,60.57,1159.363223,66.90,37,92.29,0,0.00,0.445,65.18,0,0.00,0.3,12.88,55.51,6.78,83.35,109.67,94.88,6.33,80.99,20.85,89.93,31.7,81.99,21.8,88.83,50.6,82.54,8.3,77.10,28.6,88.10,86.15,8.94,97.31
6025012100,6779,Imperial ,92231,Calexico,-115.4976096,32.6767102,60.51,96.03,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.054,70.28,11.84684504,71.16,0.784,96.60,440.68,52.74,64.79,72.58,0.00,0.00,439.7705587,49.09,2837,95.01,7,50.32,23,72.49,0.3,50.14,26,99.52,0,0.00,60.45,7.38,91.56,60.28,69.34,4.13,29.66,21.12,90.95,43.5,92.52,52.8,99.62,56.6,88.73,28.8,99.88,31.8,92.94,79.03,8.20,91.55
6071004004,5599,San Bernardino,92324,Colton,-117.3600222,34.0382751,60.49,96.02,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.069,97.60,12.26888053,89.38,0.165,55.03,853.67,96.52,45.91,45.76,0.00,0.00,1099.088684,65.97,1818.467497,84.19,50.45,95.97,159,98.46,8.66,99.13,1,12.45,33.2,99.75,71.59,8.74,98.87,69.85,78.49,6.02,75.56,19.02,84.32,35.6,85.85,12.4,69.79,34.4,60.79,3.6,25.23,13,28.24,66.72,6.92,75.50
6037531504,4250,Los Angeles,90022,East Los Angeles,-118.1673915,34.0282174,60.49,96.00,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.05688492,81.51,1.384,99.27,678.37,75.13,90.48,97.05,0.00,0.00,2608.506714,83.12,1093.385829,63.60,1.6,20.68,0.3,2.11,0.28,46.80,0,0.00,4.5,72.39,56.08,6.85,84.56,72.44,80.22,6.93,89.12,16.96,75.90,46.8,94.62,16.8,80.99,53.7,85.77,13.7,95.29,27.7,86.29,85.17,8.83,96.73
6037226410,3665,Los Angeles,90011,Los Angeles,-118.2622815,34.0241996,60.48,95.99,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.09845951,84.31,0.463,88.24,787.94,92.53,88.46,95.70,0.00,0.00,2562.193359,82.83,900.6286739,51.58,33.15,89.81,1,6.97,0.285,47.41,0,0.00,0,0.00,54.63,6.67,81.61,69.72,78.40,6.6,85.03,22.77,94.90,67.8,99.82,29.6,95.48,69.7,97.25,6.5,62.40,28.9,88.66,87.42,9.07,98.12
6037570404,3676,Los Angeles,90805,Long Beach,-118.1959346,33.877496,60.46,95.98,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.38808685,90.40,1.558,99.46,311.79,25.81,88.73,95.94,0.02,15.07,9971.729859,97.36,4995.974322,99.66,1.4,19.91,3,22.12,0.805,81.54,7,66.74,1.45,40.09,61.49,7.51,92.68,85.11,87.76,6.3,80.34,18.65,83.16,36.3,86.59,6.9,48.19,41.5,71.42,9.3,83.22,21.3,68.11,77.63,8.05,89.75
6039000502,12934,Madera ,93637,Parkwood,-120.0540893,36.9361811,60.45,95.97,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.058,76.94,12.57447132,91.55,0.224,66.14,662.82,72.62,49.17,50.45,95.94,76.69,21030.04407,99.59,1064.346944,62.03,1.3,19.22,36.7,84.06,0.75,80.19,0,0.00,0,0.00,61.90,7.56,93.12,93.82,90.72,4.44,37.02,29.96,99.56,35,85.32,18.3,84.04,49.8,81.49,11,89.67,17.5,51.77,77.11,8.00,89.26
6073003902,4388,San Diego,92113,San Diego,-117.1263197,32.696749,60.44,95.95,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,10.28523495,50.99,0.615,93.28,312.86,28.99,74.59,84.21,0.00,0.00,711.6420084,58.46,962.4120271,55.76,4.6,41.10,46.6,89.04,3.705,97.01,19,98.07,5.25,76.75,60.26,7.36,91.25,105.4,94.13,4.76,45.87,15.94,71.16,41.5,91.03,20.5,87.32,58.6,90.63,13.9,95.60,23.4,75.35,79.19,8.21,91.68
6037553801,4954,Los Angeles,90723,Paramount,-118.1687296,33.8927048,60.44,95.94,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.0879027,83.60,0.205,63.04,280.67,18.88,64.05,71.67,0.00,0.00,9571.990115,97.16,806.7372663,44.76,25.85,86.62,26.55,76.39,3.39,96.72,7,66.74,4.7,72.60,61.13,7.46,92.27,61.83,71.35,5.94,74.02,18.28,81.82,36.8,87.13,11.2,66.23,56.1,88.32,9.8,85.49,23.2,74.79,78.06,8.10,90.42
6037534502,4654,Los Angeles,90255,Huntington Park,-118.2006924,33.9653735,60.39,95.93,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.03943263,80.51,0.142,49.28,380.45,40.04,92.95,98.61,0.00,0.00,4881.216553,92.27,747.02487,40.10,15.1,75.03,25.8,75.61,0.325,53.51,7,66.74,4.75,73.01,60.08,7.34,91.03,60.66,69.72,6.18,78.65,24.24,97.03,50.8,96.86,14.2,75.19,44.3,75.11,5.8,55.02,25.9,82.41,79.36,8.23,91.92
6019000100,3676,Fresno ,93721,Fresno,-119.7927732,36.7369244,60.37,95.92,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.86304662,97.61,0.636,94.06,733.95,84.39,41.85,39.67,6.33,56.38,2032.989339,79.69,389.6005491,13.55,9,58.17,25,74.83,0.3,50.14,0,0.00,0,0.00,57.86,7.07,87.54,82.61,86.84,NA,NA,22.84,94.99,37.9,88.21,9.8,61.09,61.5,92.68,11,89.67,14.8,37.48,82.37,8.54,94.84
6037407002,3436,Los Angeles,91746,Industry,-117.991289,34.0555809,60.34,95.90,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.057,75.12,12.04124577,80.61,0.152,51.74,821.08,95.28,82.34,91.32,0.02,16.66,2153.357361,80.61,1571.765237,79.55,36.6,91.75,39.85,85.90,2.33,93.92,3,33.16,6.25,80.44,73.25,8.94,99.24,48.99,55.16,4.56,40.11,17.53,78.44,38.2,88.47,14.5,76.07,35.4,62.35,10.6,88.40,16.3,45.55,65.04,6.75,72.98
6019003805,7392,Fresno ,93722,Fresno,-119.8542854,36.7785171,60.34,95.89,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.059,79.99,13.31905648,94.93,0.709,95.57,889.21,97.23,46.35,46.33,6.89,57.07,1090.495372,65.72,882.0169011,50.15,0.5,7.71,2.5,16.75,1.36,89.37,0,0.00,0.5,22.08,57.98,7.08,87.75,94.19,90.90,6.02,75.56,13.99,60.17,39.8,89.81,15.9,79.17,58.2,90.30,13.6,95.12,29.4,89.57,82.17,8.52,94.67
6037531000,5133,Los Angeles,90063,East Los Angeles,-118.1739023,34.0407632,60.33,95.88,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.050,60.93,12.12011834,85.72,0.721,95.82,678.37,75.13,91.26,97.63,0.00,0.00,2249.77006,81.23,2529.849791,92.89,12.5,70.18,4.05,26.30,1.56,90.69,0,0.00,17,97.21,68.07,8.31,97.51,45.48,49.60,5.11,55.38,11.8,44.53,49.1,96.04,27.6,94.33,54.7,86.86,10.3,87.39,27.5,85.96,69.98,7.26,80.09
6037540501,6713,Los Angeles,90262,Lynwood,-118.2193043,33.9247083,60.30,95.86,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.08997374,83.72,0.806,96.78,497.02,60.28,86.92,94.63,0.00,0.00,10119.21672,97.41,3286.079446,97.01,100.4,99.27,38.3,85.19,3.5,96.85,0,0.00,2.5,59.18,69.78,8.52,98.32,67.87,77.08,4.6,41.15,18.84,83.71,45.9,94.19,13.3,72.26,36.8,64.37,3,17.11,37.8,97.69,68.22,7.08,77.67
6029003700,3415,Kern ,93206,Unincorporated Kern County area,-119.4164905,35.3940158,60.27,95.85,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.059,80.09,13.18091991,94.50,0.042,15.25,869.91,96.92,59.75,65.44,1452.97,91.41,1170.710673,67.97,281.8872413,7.36,5,42.61,18.5,66.06,2.41,94.32,4,43.78,7.75,85.09,65.37,7.98,96.13,44.92,48.60,5.9,73.07,17.52,78.36,29.5,79.59,17.7,82.64,53.7,85.77,10.7,88.68,18.8,57.86,72.79,7.55,83.76
6037542602,5934,Los Angeles,90220,Compton,-118.2262997,33.8996115,60.27,95.84,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.12536191,86.00,0.149,50.94,459.74,55.31,73.32,82.86,0.00,0.00,18918.77677,99.49,778.8868815,42.66,4.15,37.94,30.1,79.74,3.02,96.14,7,66.74,2.5,59.18,59.91,7.32,90.72,102.85,93.30,7.06,90.49,16.27,72.67,39.2,89.40,9.5,59.79,46.6,78.20,10.7,88.68,17.3,50.72,79.42,8.24,92.01
6107003400,6781,Tulare ,93257,Unincorporated Tulare County area,-119.0257487,36.0344686,60.26,95.83,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.060,82.48,13.22866836,94.64,0.046,16.49,978.05,99.24,54.71,58.22,1070.92,89.55,54.4151315,18.67,250.2168104,5.99,19,80.94,66.5,93.62,0.535,71.59,4,43.78,5,75.67,63.15,7.71,94.31,57.33,65.94,4.72,44.47,19.64,86.08,36.4,86.72,21.1,87.89,53.5,85.55,24.5,99.73,20.8,66.07,75.34,7.82,87.08
6037240020,5223,Los Angeles,90002,Los Angeles,-118.2638081,33.9542444,60.22,95.81,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.0941273,84.01,0.093,34.86,830.92,95.80,92.60,98.45,0.00,0.00,5671.949951,93.55,482.1919166,19.60,5.75,44.44,2.5,16.75,0.535,71.59,0,0.00,3.5,66.69,51.75,6.32,74.95,99.07,92.26,7.57,94.35,24.47,97.30,45.4,93.86,18.1,83.56,67.7,96.51,8.7,79.72,30.9,91.90,91.87,9.53,99.53
